[run number],attendance 
218.0,44.0
218.0,50.0
218.0,53.0
218.0,49.0
218.0,49.0
218.0,41.0
218.0,56.0
218.0,43.0
218.0,46.0
218.0,63.0
218.0,50.0
218.0,47.0
218.0,49.0
218.0,64.0
218.0,49.0
218.0,58.0
218.0,55.0
218.0,46.0
218.0,59.0
218.0,49.0
218.0,44.0
218.0,47.0
218.0,51.0
218.0,51.0
218.0,43.0
218.0,59.0
218.0,47.0
218.0,38.0
218.0,57.0
218.0,54.0
218.0,56.0
218.0,50.0
218.0,59.0
218.0,48.0
218.0,51.0
218.0,58.0
218.0,42.0
218.0,55.0
218.0,63.0
218.0,50.0
218.0,49.0
218.0,45.0
218.0,57.0
218.0,41.0
218.0,44.0
218.0,55.0
218.0,49.0
218.0,55.0
218.0,50.0
218.0,56.0
218.0,47.0
218.0,53.0
218.0,55.0
218.0,54.0
218.0,56.0
218.0,55.0
218.0,43.0
218.0,50.0
218.0,50.0
218.0,43.0
218.0,43.0
218.0,58.0
218.0,57.0
218.0,45.0
218.0,54.0
218.0,47.0
218.0,50.0
218.0,54.0
218.0,47.0
218.0,63.0
218.0,50.0
218.0,60.0
218.0,48.0
218.0,40.0
218.0,55.0
218.0,46.0
218.0,43.0
218.0,55.0
218.0,53.0
218.0,52.0
218.0,52.0
218.0,57.0
218.0,47.0
218.0,51.0
218.0,58.0
218.0,48.0
218.0,55.0
218.0,61.0
218.0,49.0
218.0,44.0
218.0,49.0
218.0,50.0
218.0,42.0
218.0,52.0
218.0,48.0
218.0,50.0
218.0,58.0
218.0,52.0
218.0,51.0
218.0,51.0
218.0,49.0
218.0,49.0
218.0,53.0
218.0,66.0
218.0,55.0
218.0,47.0
218.0,51.0
218.0,41.0
218.0,42.0
218.0,49.0
218.0,49.0
218.0,51.0
218.0,54.0
218.0,51.0
218.0,48.0
218.0,55.0
218.0,55.0
218.0,46.0
218.0,52.0
218.0,62.0
218.0,60.0
218.0,53.0
218.0,49.0
218.0,47.0
218.0,37.0
218.0,52.0
218.0,49.0
218.0,46.0
218.0,50.0
218.0,54.0
218.0,46.0
218.0,45.0
218.0,62.0
218.0,45.0
218.0,48.0
218.0,64.0
218.0,50.0
218.0,63.0
218.0,55.0
218.0,50.0
218.0,43.0
218.0,44.0
218.0,62.0
218.0,48.0
218.0,52.0
218.0,49.0
218.0,41.0
218.0,47.0
218.0,44.0
218.0,57.0
218.0,45.0
218.0,54.0
218.0,54.0
218.0,55.0
218.0,60.0
218.0,48.0
218.0,47.0
218.0,50.0
218.0,55.0
218.0,57.0
218.0,59.0
218.0,52.0
218.0,44.0
218.0,45.0
218.0,46.0
218.0,47.0
218.0,50.0
218.0,55.0
218.0,46.0
218.0,52.0
218.0,60.0
218.0,44.0
218.0,51.0
218.0,57.0
218.0,47.0
218.0,54.0
218.0,56.0
218.0,57.0
218.0,50.0
218.0,48.0
218.0,49.0
218.0,45.0
218.0,51.0
218.0,48.0
218.0,50.0
218.0,49.0
218.0,49.0
218.0,50.0
218.0,51.0
218.0,59.0
218.0,47.0
218.0,52.0
218.0,61.0
218.0,51.0
218.0,58.0
218.0,52.0
218.0,50.0
218.0,48.0
218.0,42.0
218.0,52.0
218.0,48.0
218.0,50.0
218.0,46.0
218.0,51.0
218.0,56.0
218.0,48.0
218.0,50.0
218.0,52.0
218.0,52.0
218.0,56.0
218.0,57.0
218.0,59.0
218.0,50.0
218.0,56.0
218.0,41.0
218.0,43.0
218.0,56.0
218.0,44.0
218.0,53.0
218.0,47.0
218.0,54.0
218.0,44.0
218.0,45.0
218.0,57.0
218.0,50.0
218.0,52.0
218.0,58.0
218.0,60.0
218.0,55.0
218.0,59.0
218.0,47.0
218.0,44.0
218.0,58.0
218.0,41.0
218.0,52.0
218.0,54.0
218.0,45.0
218.0,42.0
218.0,42.0
218.0,62.0
218.0,39.0
218.0,50.0
218.0,67.0
218.0,49.0
218.0,56.0
218.0,60.0
218.0,54.0
218.0,42.0
218.0,55.0
218.0,49.0
218.0,56.0
218.0,58.0
218.0,51.0
218.0,44.0
218.0,37.0
218.0,56.0
218.0,43.0
218.0,48.0
218.0,61.0
218.0,48.0
218.0,58.0
218.0,50.0
218.0,50.0
218.0,48.0
218.0,52.0
218.0,54.0
218.0,59.0
219.0,56.0
219.0,63.0
219.0,44.0
219.0,60.0
219.0,59.0
219.0,59.0
219.0,57.0
219.0,52.0
219.0,56.0
219.0,56.0
219.0,54.0
219.0,52.0
219.0,47.0
219.0,53.0
219.0,49.0
219.0,57.0
219.0,57.0
219.0,59.0
219.0,59.0
219.0,56.0
219.0,60.0
219.0,61.0
219.0,59.0
219.0,57.0
219.0,60.0
219.0,58.0
219.0,59.0
219.0,53.0
219.0,51.0
219.0,52.0
219.0,50.0
219.0,54.0
219.0,51.0
219.0,57.0
219.0,58.0
219.0,54.0
219.0,57.0
219.0,58.0
219.0,62.0
219.0,63.0
219.0,58.0
219.0,57.0
219.0,64.0
219.0,52.0
219.0,56.0
219.0,57.0
219.0,54.0
219.0,57.0
219.0,48.0
219.0,53.0
219.0,51.0
219.0,56.0
219.0,54.0
219.0,57.0
219.0,60.0
219.0,54.0
219.0,63.0
219.0,60.0
219.0,64.0
219.0,57.0
219.0,57.0
219.0,56.0
219.0,57.0
219.0,58.0
219.0,54.0
219.0,57.0
219.0,46.0
219.0,61.0
219.0,53.0
219.0,54.0
219.0,55.0
219.0,50.0
219.0,57.0
219.0,58.0
219.0,56.0
219.0,57.0
219.0,60.0
219.0,63.0
219.0,57.0
219.0,62.0
219.0,58.0
219.0,58.0
219.0,55.0
219.0,56.0
219.0,51.0
219.0,54.0
219.0,57.0
219.0,51.0
219.0,51.0
219.0,46.0
219.0,55.0
219.0,54.0
219.0,54.0
219.0,58.0
219.0,56.0
219.0,68.0
219.0,61.0
219.0,61.0
219.0,58.0
219.0,60.0
219.0,57.0
219.0,55.0
219.0,60.0
219.0,53.0
219.0,57.0
219.0,48.0
219.0,50.0
219.0,51.0
219.0,49.0
219.0,54.0
219.0,55.0
219.0,59.0
219.0,61.0
219.0,56.0
219.0,58.0
219.0,63.0
219.0,61.0
219.0,57.0
219.0,62.0
219.0,62.0
219.0,54.0
219.0,60.0
219.0,52.0
219.0,52.0
219.0,52.0
219.0,50.0
219.0,56.0
219.0,51.0
219.0,60.0
219.0,50.0
219.0,55.0
219.0,56.0
219.0,60.0
219.0,59.0
219.0,56.0
219.0,63.0
219.0,60.0
219.0,61.0
219.0,57.0
219.0,52.0
219.0,62.0
219.0,48.0
219.0,54.0
219.0,50.0
219.0,54.0
219.0,56.0
219.0,51.0
219.0,50.0
219.0,57.0
219.0,57.0
219.0,56.0
219.0,60.0
219.0,63.0
219.0,63.0
219.0,56.0
219.0,61.0
219.0,62.0
219.0,51.0
219.0,59.0
219.0,58.0
219.0,51.0
219.0,55.0
219.0,51.0
219.0,52.0
219.0,46.0
219.0,55.0
219.0,49.0
219.0,58.0
219.0,54.0
219.0,64.0
219.0,58.0
219.0,54.0
219.0,67.0
219.0,57.0
219.0,60.0
219.0,59.0
219.0,57.0
219.0,57.0
219.0,56.0
219.0,53.0
219.0,47.0
219.0,54.0
219.0,48.0
219.0,57.0
219.0,54.0
219.0,52.0
219.0,54.0
219.0,57.0
219.0,63.0
219.0,59.0
219.0,61.0
219.0,60.0
219.0,61.0
219.0,59.0
219.0,58.0
219.0,58.0
219.0,51.0
219.0,60.0
219.0,47.0
219.0,55.0
219.0,50.0
219.0,51.0
219.0,53.0
219.0,52.0
219.0,58.0
219.0,53.0
219.0,59.0
219.0,56.0
219.0,65.0
219.0,62.0
219.0,54.0
219.0,61.0
219.0,57.0
219.0,61.0
219.0,55.0
219.0,58.0
219.0,55.0
219.0,47.0
219.0,50.0
219.0,50.0
219.0,58.0
219.0,51.0
219.0,55.0
219.0,56.0
219.0,56.0
219.0,61.0
219.0,59.0
219.0,59.0
219.0,59.0
219.0,63.0
219.0,56.0
219.0,58.0
219.0,61.0
219.0,52.0
219.0,56.0
219.0,48.0
219.0,57.0
219.0,49.0
219.0,55.0
219.0,51.0
219.0,53.0
219.0,57.0
219.0,52.0
219.0,58.0
219.0,54.0
219.0,66.0
219.0,61.0
219.0,54.0
219.0,60.0
219.0,56.0
219.0,63.0
219.0,58.0
219.0,56.0
219.0,55.0
219.0,55.0
219.0,55.0
219.0,49.0
219.0,54.0
219.0,46.0
219.0,63.0
219.0,56.0
219.0,52.0
219.0,57.0
219.0,54.0
219.0,62.0
219.0,57.0
219.0,62.0
219.0,61.0
219.0,58.0
219.0,60.0
219.0,57.0
219.0,61.0
219.0,54.0
219.0,52.0
219.0,49.0
219.0,57.0
219.0,55.0
219.0,51.0
219.0,53.0
219.0,47.0
219.0,60.0
219.0,54.0
219.0,60.0
219.0,59.0
219.0,54.0
219.0,65.0
219.0,59.0
219.0,64.0
219.0,61.0
219.0,53.0
219.0,53.0
219.0,56.0
219.0,55.0
219.0,50.0
219.0,54.0
219.0,52.0
219.0,59.0
219.0,51.0
219.0,53.0
219.0,53.0
219.0,52.0
219.0,65.0
219.0,58.0
219.0,59.0
219.0,61.0
219.0,61.0
219.0,56.0
219.0,58.0
219.0,60.0
219.0,52.0
219.0,57.0
219.0,54.0
219.0,53.0
219.0,52.0
219.0,50.0
219.0,52.0
219.0,48.0
219.0,58.0
219.0,53.0
219.0,60.0
219.0,63.0
219.0,57.0
219.0,62.0
219.0,59.0
219.0,65.0
219.0,61.0
219.0,56.0
219.0,58.0
219.0,56.0
219.0,57.0
219.0,49.0
219.0,55.0
219.0,44.0
219.0,60.0
219.0,50.0
219.0,51.0
219.0,61.0
219.0,48.0
219.0,59.0
219.0,60.0
219.0,60.0
219.0,60.0
219.0,63.0
219.0,59.0
219.0,57.0
219.0,63.0
219.0,57.0
219.0,52.0
219.0,55.0
219.0,54.0
219.0,52.0
219.0,53.0
219.0,53.0
219.0,51.0
219.0,53.0
219.0,51.0
219.0,55.0
219.0,56.0
219.0,59.0
219.0,64.0
219.0,59.0
219.0,59.0
219.0,59.0
219.0,60.0
219.0,57.0
219.0,60.0
219.0,56.0
219.0,51.0
219.0,57.0
219.0,47.0
219.0,58.0
219.0,45.0
219.0,56.0
219.0,54.0
219.0,54.0
219.0,60.0
219.0,56.0
219.0,60.0
219.0,57.0
219.0,63.0
219.0,59.0
219.0,58.0
219.0,62.0
219.0,55.0
219.0,57.0
219.0,48.0
219.0,59.0
219.0,50.0
219.0,54.0
219.0,51.0
219.0,53.0
219.0,56.0
219.0,51.0
219.0,57.0
219.0,56.0
219.0,63.0
219.0,59.0
219.0,57.0
219.0,61.0
219.0,53.0
219.0,63.0
219.0,62.0
219.0,54.0
219.0,56.0
219.0,51.0
219.0,55.0
219.0,53.0
219.0,52.0
219.0,51.0
219.0,55.0
219.0,55.0
219.0,60.0
219.0,56.0
219.0,51.0
219.0,58.0
219.0,62.0
219.0,57.0
219.0,64.0
219.0,56.0
219.0,54.0
219.0,57.0
219.0,59.0
219.0,51.0
219.0,54.0
219.0,54.0
219.0,56.0
219.0,55.0
219.0,51.0
219.0,59.0
219.0,50.0
219.0,59.0
219.0,58.0
219.0,54.0
219.0,62.0
219.0,57.0
219.0,62.0
219.0,60.0
219.0,61.0
219.0,54.0
219.0,56.0
219.0,57.0
219.0,53.0
219.0,57.0
219.0,50.0
219.0,56.0
219.0,53.0
219.0,55.0
219.0,52.0
219.0,51.0
219.0,57.0
219.0,53.0
219.0,61.0
219.0,62.0
219.0,61.0
219.0,57.0
219.0,58.0
219.0,61.0
219.0,55.0
219.0,62.0
219.0,53.0
219.0,57.0
219.0,56.0
219.0,52.0
219.0,51.0
219.0,47.0
219.0,57.0
219.0,55.0
219.0,54.0
219.0,56.0
219.0,61.0
219.0,54.0
219.0,59.0
219.0,61.0
219.0,54.0
219.0,62.0
219.0,61.0
219.0,57.0
219.0,58.0
219.0,58.0
219.0,52.0
219.0,57.0
219.0,54.0
219.0,51.0
219.0,53.0
219.0,52.0
219.0,58.0
219.0,52.0
219.0,52.0
219.0,52.0
219.0,59.0
219.0,63.0
219.0,62.0
219.0,58.0
219.0,57.0
219.0,64.0
219.0,53.0
219.0,57.0
219.0,59.0
219.0,55.0
219.0,55.0
219.0,53.0
220.0,9.0
220.0,57.0
220.0,48.0
220.0,43.0
220.0,57.0
220.0,51.0
220.0,72.0
220.0,50.0
220.0,63.0
220.0,56.0
220.0,54.0
220.0,55.0
220.0,70.0
220.0,68.0
220.0,70.0
220.0,68.0
220.0,63.0
220.0,57.0
220.0,59.0
220.0,54.0
220.0,60.0
220.0,54.0
220.0,60.0
220.0,57.0
220.0,60.0
220.0,66.0
220.0,58.0
220.0,63.0
220.0,66.0
220.0,65.0
220.0,70.0
220.0,69.0
220.0,66.0
220.0,64.0
220.0,66.0
220.0,64.0
220.0,60.0
220.0,65.0
220.0,62.0
220.0,60.0
220.0,66.0
220.0,64.0
220.0,60.0
220.0,57.0
220.0,70.0
220.0,60.0
220.0,63.0
220.0,66.0
220.0,64.0
220.0,65.0
220.0,67.0
220.0,67.0
220.0,59.0
220.0,66.0
220.0,64.0
220.0,63.0
220.0,61.0
220.0,62.0
220.0,65.0
220.0,58.0
220.0,67.0
220.0,68.0
220.0,59.0
220.0,64.0
220.0,65.0
220.0,65.0
220.0,63.0
220.0,73.0
220.0,64.0
220.0,59.0
220.0,71.0
220.0,63.0
220.0,63.0
220.0,60.0
220.0,63.0
220.0,60.0
220.0,61.0
220.0,62.0
220.0,62.0
220.0,63.0
220.0,66.0
220.0,66.0
220.0,64.0
220.0,66.0
220.0,65.0
220.0,63.0
220.0,71.0
220.0,60.0
220.0,68.0
220.0,61.0
220.0,68.0
220.0,60.0
220.0,59.0
220.0,67.0
220.0,55.0
220.0,64.0
220.0,67.0
220.0,64.0
220.0,60.0
220.0,62.0
220.0,64.0
220.0,61.0
220.0,68.0
220.0,64.0
220.0,60.0
220.0,64.0
220.0,70.0
220.0,67.0
220.0,58.0
220.0,67.0
220.0,59.0
220.0,62.0
220.0,67.0
220.0,63.0
220.0,60.0
220.0,58.0
220.0,65.0
220.0,62.0
220.0,65.0
220.0,64.0
220.0,58.0
220.0,64.0
220.0,67.0
220.0,65.0
220.0,64.0
220.0,64.0
220.0,64.0
220.0,65.0
220.0,69.0
220.0,64.0
220.0,57.0
220.0,64.0
220.0,66.0
220.0,65.0
220.0,60.0
220.0,63.0
220.0,58.0
220.0,62.0
220.0,67.0
220.0,67.0
220.0,60.0
220.0,67.0
220.0,64.0
220.0,65.0
220.0,67.0
220.0,67.0
220.0,60.0
220.0,58.0
220.0,68.0
220.0,64.0
220.0,64.0
220.0,63.0
220.0,59.0
220.0,61.0
220.0,63.0
220.0,66.0
220.0,61.0
220.0,65.0
220.0,67.0
220.0,63.0
220.0,69.0
220.0,64.0
220.0,63.0
220.0,61.0
220.0,70.0
220.0,60.0
220.0,62.0
220.0,66.0
220.0,60.0
220.0,61.0
220.0,64.0
220.0,66.0
220.0,57.0
220.0,66.0
220.0,66.0
220.0,63.0
220.0,66.0
220.0,64.0
220.0,65.0
220.0,59.0
220.0,73.0
220.0,65.0
220.0,58.0
220.0,64.0
220.0,63.0
220.0,63.0
220.0,60.0
220.0,63.0
220.0,59.0
220.0,60.0
220.0,68.0
220.0,64.0
220.0,62.0
220.0,66.0
220.0,65.0
220.0,62.0
220.0,69.0
220.0,68.0
220.0,60.0
220.0,63.0
220.0,65.0
220.0,67.0
220.0,59.0
220.0,65.0
220.0,61.0
220.0,55.0
220.0,65.0
220.0,66.0
220.0,65.0
220.0,65.0
220.0,63.0
220.0,64.0
220.0,62.0
220.0,74.0
220.0,62.0
220.0,55.0
220.0,66.0
220.0,64.0
220.0,63.0
220.0,60.0
220.0,65.0
220.0,54.0
220.0,61.0
220.0,63.0
220.0,69.0
220.0,62.0
220.0,63.0
220.0,66.0
220.0,64.0
220.0,67.0
220.0,66.0
220.0,59.0
220.0,64.0
220.0,66.0
220.0,63.0
220.0,60.0
220.0,63.0
220.0,63.0
220.0,62.0
220.0,65.0
220.0,60.0
220.0,65.0
220.0,63.0
220.0,69.0
220.0,62.0
220.0,62.0
220.0,68.0
220.0,60.0
220.0,67.0
220.0,64.0
220.0,68.0
220.0,55.0
220.0,64.0
220.0,66.0
220.0,62.0
220.0,68.0
220.0,62.0
220.0,61.0
220.0,59.0
220.0,67.0
220.0,63.0
220.0,58.0
220.0,71.0
220.0,59.0
220.0,61.0
220.0,62.0
220.0,67.0
220.0,60.0
220.0,58.0
220.0,66.0
220.0,63.0
220.0,70.0
220.0,65.0
220.0,65.0
220.0,59.0
220.0,63.0
220.0,64.0
220.0,62.0
220.0,65.0
220.0,61.0
220.0,61.0
220.0,65.0
220.0,60.0
220.0,66.0
220.0,60.0
220.0,64.0
220.0,66.0
220.0,67.0
220.0,66.0
220.0,60.0
220.0,69.0
220.0,59.0
220.0,64.0
220.0,68.0
220.0,66.0
220.0,60.0
220.0,61.0
220.0,64.0
220.0,59.0
220.0,64.0
220.0,63.0
220.0,62.0
220.0,62.0
220.0,66.0
220.0,65.0
220.0,63.0
220.0,66.0
220.0,66.0
220.0,62.0
220.0,67.0
220.0,69.0
220.0,58.0
220.0,63.0
220.0,66.0
220.0,65.0
220.0,63.0
220.0,64.0
220.0,64.0
220.0,57.0
220.0,66.0
220.0,66.0
220.0,63.0
220.0,62.0
220.0,67.0
220.0,63.0
220.0,62.0
220.0,72.0
220.0,66.0
220.0,55.0
220.0,66.0
220.0,68.0
220.0,62.0
220.0,60.0
220.0,65.0
220.0,61.0
220.0,60.0
220.0,66.0
220.0,65.0
220.0,60.0
220.0,62.0
220.0,64.0
220.0,64.0
220.0,65.0
220.0,67.0
220.0,64.0
220.0,62.0
220.0,69.0
220.0,62.0
220.0,65.0
220.0,62.0
220.0,64.0
220.0,61.0
220.0,63.0
220.0,67.0
220.0,59.0
220.0,68.0
220.0,66.0
220.0,64.0
220.0,64.0
220.0,64.0
220.0,65.0
220.0,63.0
220.0,71.0
220.0,61.0
220.0,58.0
220.0,67.0
220.0,65.0
220.0,61.0
220.0,62.0
220.0,63.0
220.0,59.0
220.0,65.0
220.0,65.0
220.0,67.0
220.0,60.0
220.0,69.0
220.0,63.0
220.0,62.0
220.0,69.0
220.0,65.0
220.0,65.0
220.0,60.0
220.0,69.0
220.0,61.0
220.0,61.0
220.0,63.0
220.0,58.0
220.0,62.0
220.0,60.0
220.0,65.0
220.0,61.0
220.0,64.0
220.0,70.0
220.0,62.0
220.0,70.0
220.0,61.0
220.0,68.0
220.0,64.0
220.0,66.0
220.0,63.0
220.0,59.0
220.0,67.0
220.0,60.0
220.0,63.0
220.0,61.0
220.0,60.0
220.0,59.0
220.0,61.0
220.0,65.0
220.0,65.0
220.0,65.0
220.0,68.0
220.0,67.0
220.0,64.0
220.0,66.0
220.0,62.0
220.0,61.0
220.0,68.0
220.0,63.0
220.0,64.0
220.0,61.0
220.0,65.0
220.0,61.0
220.0,66.0
220.0,64.0
220.0,60.0
220.0,67.0
220.0,67.0
220.0,68.0
220.0,62.0
220.0,67.0
220.0,60.0
220.0,59.0
220.0,68.0
220.0,61.0
220.0,62.0
220.0,64.0
220.0,64.0
220.0,65.0
220.0,66.0
220.0,67.0
220.0,61.0
220.0,66.0
220.0,68.0
220.0,63.0
220.0,67.0
220.0,62.0
220.0,65.0
220.0,62.0
220.0,64.0
220.0,65.0
220.0,59.0
220.0,68.0
220.0,65.0
220.0,64.0
220.0,65.0
220.0,65.0
220.0,66.0
220.0,63.0
220.0,71.0
220.0,60.0
220.0,62.0
220.0,66.0
220.0,67.0
220.0,62.0
220.0,60.0
220.0,65.0
220.0,58.0
220.0,69.0
220.0,64.0
220.0,66.0
220.0,62.0
220.0,60.0
220.0,66.0
220.0,60.0
220.0,68.0
220.0,63.0
220.0,60.0
220.0,68.0
220.0,62.0
220.0,67.0
220.0,60.0
220.0,69.0
220.0,64.0
220.0,63.0
220.0,68.0
220.0,65.0
220.0,63.0
220.0,61.0
220.0,66.0
220.0,62.0
220.0,63.0
220.0,63.0
220.0,65.0
220.0,61.0
220.0,66.0
220.0,64.0
220.0,63.0
220.0,66.0
220.0,66.0
220.0,64.0
221.0,24.0
221.0,56.0
221.0,57.0
221.0,52.0
221.0,58.0
221.0,59.0
221.0,57.0
221.0,56.0
221.0,44.0
221.0,47.0
221.0,49.0
221.0,43.0
221.0,47.0
221.0,47.0
221.0,49.0
221.0,40.0
221.0,47.0
221.0,44.0
221.0,37.0
221.0,25.0
221.0,40.0
221.0,46.0
221.0,42.0
221.0,43.0
221.0,44.0
221.0,47.0
221.0,46.0
221.0,59.0
221.0,56.0
221.0,52.0
221.0,38.0
221.0,37.0
221.0,44.0
221.0,45.0
221.0,40.0
221.0,43.0
221.0,48.0
221.0,43.0
221.0,44.0
221.0,36.0
221.0,43.0
221.0,49.0
221.0,35.0
221.0,41.0
221.0,42.0
221.0,45.0
221.0,40.0
221.0,41.0
221.0,44.0
221.0,44.0
221.0,47.0
221.0,47.0
221.0,43.0
221.0,40.0
221.0,48.0
221.0,35.0
221.0,44.0
221.0,46.0
221.0,42.0
221.0,40.0
221.0,42.0
221.0,44.0
221.0,46.0
221.0,43.0
221.0,40.0
221.0,42.0
221.0,48.0
221.0,35.0
221.0,42.0
221.0,45.0
221.0,42.0
221.0,45.0
221.0,44.0
221.0,39.0
221.0,38.0
221.0,51.0
221.0,47.0
221.0,41.0
221.0,39.0
221.0,45.0
221.0,39.0
221.0,43.0
221.0,44.0
221.0,40.0
221.0,42.0
221.0,38.0
221.0,48.0
221.0,42.0
221.0,37.0
221.0,47.0
221.0,42.0
221.0,43.0
221.0,41.0
221.0,48.0
221.0,38.0
221.0,41.0
221.0,47.0
221.0,45.0
221.0,46.0
221.0,40.0
221.0,48.0
221.0,41.0
221.0,43.0
221.0,40.0
221.0,41.0
221.0,43.0
221.0,34.0
221.0,48.0
221.0,45.0
221.0,38.0
221.0,46.0
221.0,44.0
221.0,36.0
221.0,51.0
221.0,42.0
221.0,41.0
221.0,37.0
221.0,45.0
221.0,45.0
221.0,46.0
221.0,46.0
221.0,49.0
221.0,44.0
221.0,41.0
221.0,41.0
221.0,42.0
221.0,41.0
221.0,38.0
221.0,41.0
221.0,44.0
221.0,35.0
221.0,46.0
221.0,46.0
221.0,40.0
221.0,45.0
221.0,44.0
221.0,41.0
221.0,34.0
221.0,41.0
221.0,51.0
221.0,39.0
221.0,47.0
221.0,42.0
221.0,48.0
221.0,42.0
221.0,43.0
221.0,43.0
221.0,48.0
221.0,34.0
221.0,41.0
221.0,40.0
221.0,32.0
221.0,51.0
221.0,43.0
221.0,46.0
221.0,46.0
221.0,45.0
221.0,45.0
221.0,41.0
221.0,41.0
221.0,41.0
221.0,42.0
221.0,41.0
221.0,37.0
221.0,43.0
221.0,45.0
221.0,45.0
221.0,44.0
221.0,45.0
221.0,42.0
221.0,41.0
221.0,45.0
221.0,42.0
221.0,34.0
221.0,40.0
221.0,47.0
221.0,46.0
221.0,43.0
221.0,46.0
221.0,43.0
221.0,46.0
221.0,43.0
221.0,42.0
221.0,39.0
221.0,39.0
221.0,44.0
221.0,37.0
221.0,42.0
221.0,43.0
221.0,44.0
221.0,47.0
221.0,46.0
221.0,41.0
221.0,43.0
221.0,46.0
221.0,40.0
221.0,36.0
221.0,41.0
221.0,52.0
221.0,39.0
221.0,45.0
221.0,46.0
221.0,43.0
221.0,45.0
221.0,41.0
221.0,46.0
221.0,43.0
221.0,36.0
221.0,44.0
221.0,38.0
221.0,36.0
221.0,43.0
221.0,47.0
221.0,46.0
221.0,46.0
221.0,45.0
221.0,51.0
221.0,38.0
221.0,39.0
221.0,47.0
221.0,41.0
221.0,39.0
221.0,43.0
221.0,41.0
221.0,44.0
221.0,39.0
221.0,52.0
221.0,45.0
221.0,43.0
221.0,36.0
221.0,37.0
221.0,37.0
221.0,41.0
221.0,44.0
221.0,43.0
221.0,42.0
221.0,44.0
221.0,51.0
221.0,41.0
221.0,42.0
221.0,53.0
221.0,42.0
221.0,40.0
221.0,33.0
221.0,46.0
221.0,42.0
221.0,46.0
221.0,42.0
221.0,48.0
221.0,49.0
221.0,37.0
221.0,39.0
221.0,43.0
221.0,40.0
221.0,44.0
221.0,38.0
221.0,40.0
221.0,36.0
221.0,46.0
221.0,47.0
221.0,49.0
221.0,46.0
221.0,48.0
221.0,43.0
221.0,36.0
221.0,40.0
221.0,46.0
221.0,37.0
221.0,41.0
221.0,42.0
221.0,43.0
221.0,43.0
221.0,43.0
221.0,42.0
221.0,39.0
221.0,44.0
221.0,45.0
221.0,36.0
221.0,38.0
221.0,43.0
221.0,50.0
221.0,43.0
221.0,48.0
221.0,47.0
221.0,48.0
221.0,39.0
221.0,39.0
221.0,48.0
221.0,36.0
221.0,44.0
221.0,39.0
221.0,37.0
221.0,44.0
221.0,43.0
221.0,43.0
221.0,44.0
221.0,47.0
221.0,43.0
221.0,40.0
221.0,38.0
221.0,40.0
221.0,43.0
221.0,46.0
221.0,44.0
221.0,51.0
221.0,45.0
221.0,39.0
221.0,48.0
221.0,50.0
221.0,41.0
221.0,42.0
221.0,40.0
221.0,35.0
221.0,39.0
221.0,45.0
221.0,38.0
221.0,42.0
221.0,40.0
221.0,52.0
221.0,40.0
221.0,34.0
221.0,50.0
221.0,49.0
221.0,47.0
221.0,41.0
221.0,38.0
221.0,42.0
221.0,48.0
221.0,44.0
221.0,46.0
221.0,43.0
221.0,38.0
221.0,41.0
221.0,48.0
221.0,40.0
221.0,40.0
221.0,45.0
221.0,42.0
221.0,41.0
221.0,46.0
221.0,37.0
221.0,43.0
221.0,44.0
221.0,46.0
221.0,45.0
221.0,44.0
221.0,40.0
221.0,40.0
221.0,42.0
221.0,45.0
221.0,42.0
221.0,44.0
221.0,41.0
221.0,37.0
221.0,48.0
221.0,44.0
221.0,42.0
221.0,42.0
221.0,43.0
221.0,42.0
221.0,40.0
221.0,38.0
221.0,42.0
221.0,42.0
221.0,42.0
221.0,44.0
221.0,46.0
221.0,40.0
221.0,42.0
221.0,50.0
221.0,46.0
221.0,40.0
221.0,47.0
221.0,36.0
221.0,38.0
221.0,40.0
221.0,48.0
221.0,40.0
221.0,41.0
221.0,43.0
221.0,41.0
221.0,47.0
221.0,41.0
221.0,42.0
221.0,37.0
221.0,40.0
221.0,48.0
221.0,42.0
221.0,43.0
221.0,34.0
221.0,52.0
221.0,41.0
221.0,43.0
221.0,45.0
221.0,39.0
221.0,41.0
221.0,42.0
221.0,43.0
221.0,41.0
221.0,41.0
221.0,46.0
221.0,42.0
221.0,43.0
221.0,44.0
221.0,44.0
221.0,41.0
221.0,44.0
221.0,35.0
221.0,47.0
221.0,38.0
221.0,42.0
221.0,40.0
221.0,48.0
221.0,39.0
221.0,44.0
221.0,45.0
221.0,35.0
221.0,42.0
221.0,48.0
221.0,41.0
221.0,39.0
221.0,43.0
221.0,45.0
221.0,42.0
221.0,45.0
221.0,42.0
221.0,40.0
221.0,38.0
221.0,45.0
221.0,44.0
221.0,42.0
221.0,37.0
221.0,42.0
221.0,44.0
221.0,32.0
221.0,50.0
221.0,46.0
221.0,35.0
221.0,51.0
221.0,41.0
221.0,44.0
221.0,40.0
221.0,46.0
221.0,43.0
221.0,43.0
221.0,46.0
221.0,42.0
221.0,42.0
221.0,40.0
221.0,40.0
221.0,47.0
221.0,47.0
221.0,39.0
221.0,33.0
221.0,45.0
221.0,38.0
221.0,50.0
221.0,45.0
221.0,44.0
221.0,40.0
221.0,41.0
221.0,46.0
221.0,40.0
221.0,43.0
221.0,45.0
221.0,43.0
221.0,44.0
221.0,38.0
221.0,42.0
221.0,48.0
221.0,41.0
221.0,45.0
221.0,45.0
221.0,34.0
221.0,41.0
221.0,44.0
221.0,40.0
221.0,37.0
221.0,48.0
