attendance,avg-attendance 
44.0,42.81220657
40.0,42.79906542
42.0,42.79534884
39.0,42.77777778
46.0,42.79262673
47.0,42.81192661
47.0,42.83105023
46.0,42.84545455
44.0,42.85067873
42.0,42.84684685
35.0,42.81165919
41.0,42.80357143
39.0,42.78666667
43.0,42.78761062
43.0,42.78854626
44.0,42.79385965
49.0,42.8209607
44.0,42.82608696
45.0,42.83549784
42.0,42.83189655
38.0,42.8111588
37.0,42.78632479
39.0,42.77021277
39.0,42.75423729
39.0,42.73839662
49.0,42.76470588
50.0,42.79497908
43.0,42.79583333
42.0,42.79253112
47.0,42.80991736
42.0,42.80658436
39.0,42.79098361
34.0,42.75510204
38.0,42.73577236
43.0,42.73684211
42.0,42.73387097
47.0,42.75100402
42.0,42.748
47.0,42.76494024
45.0,42.77380952
44.0,42.77865613
37.0,42.75590551
41.0,42.74901961
38.0,42.73046875
42.0,42.72762646
41.0,42.72093023
43.0,42.72200772
48.0,42.74230769
40.0,42.73180077
50.0,42.75954198
46.0,42.77186312
43.0,42.77272727
32.0,42.73207547
42.0,42.72932331
42.0,42.72659176
43.0,42.72761194
43.0,42.72862454
43.0,42.72962963
47.0,42.74538745
39.0,42.73161765
47.0,42.74725275
48.0,42.76642336
44.0,42.77090909
36.0,42.74637681
35.0,42.71841155
46.0,42.73021583
40.0,42.72043011
48.0,42.73928571
48.0,42.75800712
46.0,42.76950355
51.0,42.79858657
40.0,42.78873239
42.0,42.78596491
36.0,42.76223776
36.0,42.73867596
45.0,42.74652778
38.0,42.73010381
47.0,42.74482759
49.0,42.76632302
41.0,42.76027397
40.0,42.75085324
52.0,42.78231293
43.0,42.78305085
45.0,42.79054054
36.0,42.76767677
40.0,42.75838926
38.0,42.74247492
45.0,42.75
46.0,42.76079734
44.0,42.76490066
44.0,42.7689769
45.0,42.77631579
45.0,42.78360656
45.0,42.79084967
34.0,42.76221498
40.0,42.75324675
39.0,42.74110032
40.0,42.73225806
42.0,42.72990354
45.0,42.73717949
48.0,42.75399361
40.0,42.74522293
48.0,42.76190476
44.0,42.76582278
43.0,42.76656151
33.0,42.73584906
39.0,42.72413793
41.0,42.71875
44.0,42.72274143
44.0,42.72670807
46.0,42.73684211
48.0,42.75308642
38.0,42.73846154
46.0,42.74846626
43.0,42.74923547
43.0,42.75
34.0,42.72340426
41.0,42.71818182
45.0,42.72507553
43.0,42.72590361
46.0,42.73573574
49.0,42.75449102
47.0,42.76716418
39.0,42.75595238
37.0,42.7388724
42.0,42.73668639
38.0,42.72271386
41.0,42.71764706
37.0,42.70087977
42.0,42.69883041
51.0,42.72303207
44.0,42.72674419
48.0,42.74202899
39.0,42.73121387
50.0,42.75216138
39.0,42.74137931
38.0,42.7277937
40.0,42.72
45.0,42.72649573
40.0,42.71875
45.0,42.72521246
42.0,42.72316384
47.0,42.73521127
52.0,42.76123596
43.0,42.76190476
42.0,42.75977654
40.0,42.75208914
45.0,42.75833333
33.0,42.73130194
42.0,42.72928177
44.0,42.73278237
39.0,42.72252747
50.0,42.74246575
48.0,42.7568306
50.0,42.77656676
41.0,42.77173913
42.0,42.7696477
42.0,42.76756757
39.0,42.7574124
38.0,42.74462366
40.0,42.73726542
42.0,42.73529412
44.0,42.73866667
49.0,42.75531915
47.0,42.76657825
44.0,42.76984127
41.0,42.7651715
40.0,42.75789474
38.0,42.74540682
37.0,42.73036649
35.0,42.71018277
42.0,42.70833333
48.0,42.72207792
43.0,42.72279793
48.0,42.73643411
42.0,42.73453608
50.0,42.75321337
43.0,42.75384615
32.0,42.72634271
44.0,42.72959184
42.0,42.72773537
41.0,42.72335025
41.0,42.71898734
40.0,42.71212121
46.0,42.72040302
51.0,42.74120603
43.0,42.74185464
41.0,42.7375
42.0,42.73566085
39.0,42.72636816
40.0,42.71960298
38.0,42.70792079
39.0,42.69876543
42.0,42.69704433
45.0,42.7027027
48.0,42.71568627
49.0,42.73105134
45.0,42.73658537
39.0,42.72749392
39.0,42.7184466
40.0,42.71186441
41.0,42.70772947
37.0,42.6939759
38.0,42.68269231
47.0,42.69304556
47.0,42.70334928
45.0,42.70883055
40.0,42.70238095
48.0,42.71496437
41.0,42.71090047
41.0,42.70685579
39.0,42.69811321
41.0,42.69411765
40.0,42.68779343
42.0,42.68618267
45.0,42.69158879
44.0,42.69463869
45.0,42.7
45.0,42.70533643
44.0,42.70833333
37.0,42.69515012
37.0,42.68202765
39.0,42.67356322
40.0,42.66743119
42.0,42.66590389
46.0,42.67351598
42.0,42.67198178
44.0,42.675
47.0,42.68480726
46.0,42.69230769
40.0,42.68623025
36.0,42.67117117
37.0,42.65842697
40.0,42.65246637
40.0,42.64653244
44.0,42.64955357
47.0,42.65924276
43.0,42.66
44.0,42.66297118
44.0,42.6659292
44.0,42.66887417
37.0,42.65638767
37.0,42.64395604
40.0,42.63815789
43.0,42.63894967
44.0,42.6419214
44.0,42.64488017
45.0,42.65
43.0,42.65075922
42.0,42.64935065
49.0,42.66306695
39.0,42.65517241
41.0,42.6516129
32.0,42.62875536
45.0,42.63383298
41.0,42.63034188
42.0,42.62899787
51.0,42.64680851
45.0,42.65180467
44.0,42.65466102
42.0,42.65327696
43.0,42.65400844
43.0,42.65473684
42.0,42.65336134
35.0,42.63731656
40.0,42.63179916
46.0,42.6388309
45.0,42.64375
48.0,42.65488565
45.0,42.65975104
46.0,42.66666667
42.0,42.66528926
39.0,42.65773196
43.0,42.65843621
36.0,42.64476386
37.0,42.63319672
41.0,42.62985685
42.0,42.62857143
49.0,42.64154786
44.0,42.64430894
45.0,42.64908722
44.0,42.65182186
46.0,42.65858586
38.0,42.64919355
35.0,42.63380282
43.0,42.63453815
37.0,42.62324649
48.0,0.0
54.0,0.0
35.0,35.0
34.0,34.5
36.0,35.0
46.0,37.75
65.0,43.2
47.0,43.83333333
47.0,44.28571429
57.0,45.875
63.0,47.77777778
56.0,48.6
54.0,49.09090909
44.0,48.66666667
44.0,48.30769231
49.0,48.35714286
37.0,47.6
60.0,48.375
50.0,48.47058824
41.0,48.05555556
55.0,48.42105263
57.0,48.85
53.0,49.04761905
57.0,49.40909091
45.0,49.2173913
45.0,49.04166667
48.0,49.0
40.0,48.65384615
58.0,49.0
50.0,49.03571429
44.0,48.86206897
52.0,48.96666667
54.0,49.12903226
53.0,49.25
53.0,49.36363636
49.0,49.35294118
47.0,49.28571429
51.0,49.33333333
39.0,49.05405405
52.0,49.13157895
55.0,49.28205128
44.0,49.15
53.0,49.24390244
52.0,49.30952381
51.0,49.34883721
52.0,49.40909091
52.0,49.46666667
47.0,49.41304348
55.0,49.53191489
44.0,49.41666667
44.0,49.30612245
58.0,49.48
44.0,49.37254902
51.0,49.40384615
54.0,49.49056604
49.0,49.48148148
50.0,49.49090909
52.0,49.53571429
53.0,49.59649123
51.0,49.62068966
48.0,49.59322034
45.0,49.51666667
48.0,49.49180328
45.0,49.41935484
50.0,49.42857143
54.0,49.5
45.0,49.43076923
59.0,49.57575758
54.0,49.64179104
46.0,49.58823529
57.0,49.69565217
50.0,49.7
48.0,49.67605634
53.0,49.72222222
44.0,49.64383562
49.0,49.63513514
50.0,49.64
49.0,49.63157895
54.0,49.68831169
52.0,49.71794872
51.0,49.73417722
51.0,49.75
50.0,49.75308642
47.0,49.7195122
45.0,49.6626506
48.0,49.64285714
46.0,49.6
54.0,49.65116279
46.0,49.6091954
53.0,49.64772727
55.0,49.70786517
48.0,49.68888889
53.0,49.72527473
54.0,49.77173913
49.0,49.76344086
44.0,49.70212766
50.0,49.70526316
42.0,49.625
51.0,49.63917526
46.0,49.60204082
53.0,49.63636364
61.0,49.75
45.0,49.7029703
51.0,49.71568627
58.0,49.7961165
50.0,49.79807692
48.0,49.78095238
51.0,49.79245283
40.0,49.70093458
47.0,49.67592593
45.0,49.63302752
47.0,49.60909091
66.0,49.75675676
45.0,49.71428571
51.0,49.72566372
61.0,49.8245614
50.0,49.82608696
50.0,49.82758621
50.0,49.82905983
44.0,49.77966102
48.0,49.76470588
45.0,49.725
45.0,49.68595041
62.0,49.78688525
51.0,49.79674797
54.0,49.83064516
54.0,49.864
50.0,49.86507937
45.0,49.82677165
44.0,49.78125
52.0,49.79844961
48.0,49.78461538
51.0,49.79389313
44.0,49.75
55.0,49.78947368
50.0,49.79104478
48.0,49.77777778
58.0,49.83823529
52.0,49.8540146
52.0,49.86956522
52.0,49.88489209
43.0,49.83571429
45.0,49.80141844
53.0,49.82394366
40.0,49.75524476
53.0,49.77777778
54.0,49.80689655
46.0,49.78082192
57.0,49.82993197
54.0,49.85810811
53.0,49.87919463
53.0,49.9
46.0,49.87417219
46.0,49.84868421
45.0,49.81699346
41.0,49.75974026
53.0,49.78064516
54.0,49.80769231
48.0,49.79617834
56.0,49.83544304
50.0,49.83647799
53.0,49.85625
56.0,49.89440994
44.0,49.85802469
54.0,49.88343558
51.0,49.8902439
43.0,49.84848485
49.0,49.84337349
50.0,49.84431138
48.0,49.83333333
49.0,49.82840237
49.0,49.82352941
57.0,49.86549708
56.0,49.90116279
46.0,49.87861272
49.0,49.87356322
52.0,49.88571429
48.0,49.875
45.0,49.84745763
50.0,49.84831461
47.0,49.83240223
51.0,49.83888889
46.0,49.81767956
54.0,49.84065934
52.0,49.85245902
51.0,49.85869565
55.0,49.88648649
52.0,49.89784946
50.0,49.89839572
48.0,49.88829787
45.0,49.86243386
48.0,49.85263158
49.0,49.84816754
43.0,49.8125
57.0,49.84974093
50.0,49.85051546
46.0,49.83076923
57.0,49.86734694
55.0,49.89340102
51.0,49.8989899
48.0,49.88944724
48.0,49.88
46.0,49.86069652
48.0,49.85148515
43.0,49.81773399
52.0,49.82843137
55.0,49.85365854
47.0,49.83980583
55.0,49.8647343
54.0,49.88461538
50.0,49.88516746
55.0,49.90952381
49.0,49.90521327
45.0,49.88207547
48.0,49.87323944
43.0,49.8411215
50.0,49.84186047
56.0,49.87037037
45.0,49.84792627
55.0,49.87155963
54.0,49.89041096
47.0,49.87727273
55.0,49.90045249
52.0,49.90990991
51.0,49.91479821
49.0,49.91071429
47.0,49.89777778
43.0,49.86725664
47.0,49.85462555
49.0,49.85087719
50.0,49.85152838
59.0,49.89130435
54.0,49.90909091
54.0,49.92672414
52.0,49.93562232
50.0,49.93589744
48.0,49.92765957
47.0,49.91525424
48.0,49.907173
47.0,49.89495798
49.0,49.89121339
44.0,49.86666667
52.0,49.87551867
50.0,49.87603306
56.0,49.90123457
56.0,49.92622951
51.0,49.93061224
52.0,49.93902439
50.0,49.93927126
48.0,49.93145161
44.0,49.90763052
48.0,49.9
45.0,49.88047809
50.0,49.88095238
49.0,49.87747036
50.0,49.87795276
57.0,49.90588235
51.0,49.91015625
52.0,49.91828794
56.0,49.94186047
50.0,49.94208494
45.0,49.92307692
50.0,49.92337165
42.0,49.89312977
51.0,49.8973384
50.0,49.89772727
48.0,49.89056604
59.0,49.92481203
48.0,49.917603
52.0,49.92537313
56.0,49.94795539
49.0,49.94444444
47.0,49.93357934
49.0,49.93014706
47.0,49.91941392
48.0,49.91240876
50.0,49.91272727
46.0,49.89855072
57.0,49.92418773
50.0,49.92446043
49.0,49.92114695
55.0,49.93928571
54.0,49.95373665
50.0,49.95390071
48.0,49.94699647
50.0,49.9471831
45.0,49.92982456
45.0,49.91258741
45.0,49.89547038
53.0,49.90625
52.0,49.91349481
49.0,49.91034483
56.0,49.93127148
52.0,49.93835616
53.0,49.94880546
53.0,49.95918367
48.0,49.95254237
48.0,49.94594595
49.0,49.94276094
41.0,49.91275168
52.0,49.91973244
49.0,49.91666667
48.0,49.910299
56.0,49.93046358
55.0,49.94719472
52.0,49.95394737
53.0,49.96393443
44.0,49.94444444
44.0,49.92508143
55.0,49.94155844
44.0,49.9223301
55.0,49.93870968
55.0,49.95498392
41.0,49.92628205
46.0,49.91373802
56.0,49.93312102
53.0,49.94285714
54.0,49.9556962
48.0,49.94952681
43.0,49.92767296
52.0,49.93416928
44.0,49.915625
51.0,49.91900312
63.0,49.95962733
42.0,49.93498452
47.0,49.92592593
55.0,49.94153846
47.0,49.93251534
55.0,49.94801223
49.0,49.94512195
47.0,49.93617021
52.0,49.94242424
50.0,49.94259819
47.0,49.93373494
51.0,49.93693694
51.0,49.94011976
49.0,49.93731343
49.0,49.93452381
49.0,49.93175074
49.0,49.92899408
51.0,49.93215339
48.0,49.92647059
49.0,49.92375367
53.0,49.93274854
47.0,49.92419825
50.0,49.9244186
51.0,49.92753623
47.0,49.91907514
52.0,49.92507205
53.0,49.93390805
49.0,49.93123209
50.0,49.93142857
48.0,49.92592593
46.0,49.91477273
51.0,49.91784703
44.0,49.90112994
54.0,49.91267606
57.0,49.93258427
45.0,49.91876751
52.0,49.92458101
54.0,49.93593315
49.0,49.93333333
47.0,49.92520776
51.0,49.9281768
46.0,49.91735537
53.0,49.92582418
43.0,49.90684932
46.0,49.89617486
56.0,49.91280654
48.0,49.9076087
55.0,49.92140921
55.0,49.93513514
49.0,49.93261456
47.0,49.92473118
52.0,49.93029491
47.0,49.92245989
50.0,49.92266667
48.0,49.91755319
41.0,49.8938992
56.0,49.91005291
48.0,49.90501319
53.0,49.91315789
58.0,49.9343832
49.0,49.93193717
50.0,49.93211488
51.0,49.93489583
52.0,49.94025974
45.0,49.92746114
50.0,49.92764858
41.0,49.90463918
50.0,49.90488432
55.0,49.91794872
50.0,49.91815857
57.0,49.93622449
52.0,49.94147583
52.0,49.94670051
51.0,49.94936709
49.0,49.9469697
48.0,49.94206549
50.0,49.94221106
41.0,49.9197995
47.0,49.9125
54.0,49.92269327
43.0,49.90547264
57.0,49.92307692
57.0,49.94059406
51.0,49.94320988
53.0,49.95073892
55.0,49.96314496
48.0,49.95833333
49.0,49.95599022
46.0,49.94634146
42.0,49.9270073
58.0,49.94660194
38.0,49.91767554
51.0,49.92028986
61.0,49.94698795
45.0,49.93509615
58.0,49.95443645
55.0,49.96650718
48.0,49.96181384
49.0,49.95952381
48.0,49.95486936
44.0,49.94075829
47.0,49.93380615
48.0,49.92924528
48.0,49.92470588
56.0,49.93896714
52.0,49.94379391
56.0,49.95794393
53.0,49.96503497
51.0,49.96744186
52.0,49.97215777
45.0,49.96064815
47.0,49.95381062
51.0,49.9562212
41.0,49.93563218
47.0,49.92889908
54.0,49.9382151
50.0,49.93835616
55.0,49.9498861
52.0,49.95454545
51.0,49.9569161
59.0,49.97737557
46.0,49.96839729
48.0,49.96396396
51.0,49.96629213
37.0,49.93721973
47.0,49.93064877
51.0,49.93303571
53.0,49.93986637
54.0,49.94888889
51.0,49.95121951
55.0,49.96238938
58.0,49.98013245
50.0,49.98017621
51.0,49.98241758
47.0,49.97587719
40.0,49.95404814
49.0,49.95196507
47.0,49.94553377
51.0,49.94782609
58.0,49.96529284
45.0,49.95454545
55.0,49.96544276
59.0,49.98491379
45.0,49.97419355
59.0,49.99356223
49.0,49.99143469
44.0,49.97863248
52.0,49.98294243
44.0,49.97021277
48.0,49.96602972
57.0,49.9809322
47.0,49.97463002
52.0,49.97890295
56.0,49.99157895
48.0,49.98739496
51.0,49.98951782
45.0,49.9790795
46.0,49.97077244
50.0,49.97083333
48.0,49.96673597
52.0,49.97095436
53.0,49.97722567
49.0,49.97520661
51.0,49.97731959
60.0,49.99794239
51.0,50.0
51.0,50.00204918
47.0,49.99591002
40.0,49.9755102
52.0,49.9796334
42.0,49.96341463
53.0,49.96957404
58.0,49.98582996
48.0,49.98181818
55.0,49.99193548
58.0,50.00804829
46.0,50.0
52.0,50.00400802
12.0,0.0
73.0,0.0
76.0,76.0
59.0,67.5
52.0,62.33333333
41.0,57.0
61.0,57.8
51.0,56.66666667
61.0,57.28571429
57.0,57.25
52.0,56.66666667
53.0,56.3
58.0,56.45454545
65.0,57.16666667
63.0,57.61538462
55.0,57.42857143
54.0,57.2
60.0,57.375
57.0,57.35294118
62.0,57.61111111
59.0,57.68421053
57.0,57.65
53.0,57.42857143
58.0,57.45454545
65.0,57.7826087
62.0,57.95833333
55.0,57.84
67.0,58.19230769
55.0,58.07407407
50.0,57.78571429
60.0,57.86206897
65.0,58.1
52.0,57.90322581
54.0,57.78125
59.0,57.81818182
63.0,57.97058824
60.0,58.02857143
63.0,58.16666667
62.0,58.27027027
57.0,58.23684211
53.0,58.1025641
60.0,58.15
64.0,58.29268293
53.0,58.16666667
62.0,58.25581395
61.0,58.31818182
52.0,58.17777778
59.0,58.19565217
66.0,58.36170213
61.0,58.41666667
60.0,58.44897959
58.0,58.44
59.0,58.45098039
55.0,58.38461538
55.0,58.32075472
61.0,58.37037037
59.0,58.38181818
56.0,58.33928571
63.0,58.42105263
63.0,58.5
59.0,58.50847458
63.0,58.58333333
64.0,58.67213115
52.0,58.56451613
54.0,58.49206349
61.0,58.53125
59.0,58.53846154
57.0,58.51515152
59.0,58.52238806
61.0,58.55882353
60.0,58.57971014
64.0,58.65714286
68.0,58.78873239
57.0,58.76388889
56.0,58.7260274
56.0,58.68918919
64.0,58.76
55.0,58.71052632
57.0,58.68831169
59.0,58.69230769
59.0,58.69620253
55.0,58.65
65.0,58.72839506
62.0,58.76829268
57.0,58.74698795
61.0,58.77380952
58.0,58.76470588
54.0,58.70930233
58.0,58.70114943
67.0,58.79545455
57.0,58.7752809
54.0,58.72222222
60.0,58.73626374
61.0,58.76086957
61.0,58.78494624
62.0,58.81914894
62.0,58.85263158
55.0,58.8125
55.0,58.77319588
63.0,58.81632653
63.0,58.85858586
54.0,58.81
62.0,58.84158416
60.0,58.85294118
56.0,58.82524272
63.0,58.86538462
64.0,58.91428571
58.0,58.90566038
56.0,58.87850467
56.0,58.85185185
64.0,58.89908257
58.0,58.89090909
58.0,58.88288288
62.0,58.91071429
58.0,58.90265487
56.0,58.87719298
64.0,58.92173913
62.0,58.94827586
53.0,58.8974359
61.0,58.91525424
60.0,58.92436975
62.0,58.95
56.0,58.92561983
57.0,58.90983607
59.0,58.91056911
57.0,58.89516129
61.0,58.912
68.0,58.98412698
56.0,58.96062992
57.0,58.9453125
65.0,58.99224806
55.0,58.96153846
55.0,58.93129771
54.0,58.89393939
69.0,58.96992481
57.0,58.95522388
55.0,58.92592593
64.0,58.96323529
63.0,58.99270073
52.0,58.94202899
60.0,58.94964029
63.0,58.97857143
57.0,58.96453901
59.0,58.96478873
57.0,58.95104895
60.0,58.95833333
54.0,58.92413793
61.0,58.93835616
63.0,58.96598639
57.0,58.9527027
58.0,58.94630872
69.0,59.01333333
55.0,58.98675497
54.0,58.95394737
61.0,58.96732026
58.0,58.96103896
55.0,58.93548387
55.0,58.91025641
63.0,58.93630573
59.0,58.93670886
58.0,58.93081761
64.0,58.9625
65.0,59.0
53.0,58.96296296
59.0,58.96319018
61.0,58.97560976
54.0,58.94545455
57.0,58.93373494
61.0,58.94610778
58.0,58.94047619
61.0,58.95266272
64.0,58.98235294
62.0,59.0
59.0,59.0
57.0,58.98843931
61.0,59.0
56.0,58.98285714
60.0,58.98863636
57.0,58.97740113
63.0,59.0
56.0,58.98324022
60.0,58.98888889
65.0,59.02209945
63.0,59.04395604
56.0,59.0273224
59.0,59.02717391
59.0,59.02702703
54.0,59.0
58.0,58.99465241
64.0,59.0212766
60.0,59.02645503
54.0,59.0
64.0,59.02617801
64.0,59.05208333
57.0,59.04145078
63.0,59.06185567
58.0,59.05641026
59.0,59.05612245
56.0,59.04060914
57.0,59.03030303
60.0,59.03517588
58.0,59.03
58.0,59.02487562
67.0,59.06435644
59.0,59.06403941
54.0,59.03921569
64.0,59.06341463
60.0,59.06796117
53.0,59.03864734
57.0,59.02884615
58.0,59.02392344
64.0,59.04761905
60.0,59.0521327
60.0,59.05660377
63.0,59.07511737
57.0,59.06542056
59.0,59.06511628
62.0,59.0787037
57.0,59.06912442
55.0,59.05045872
61.0,59.05936073
62.0,59.07272727
60.0,59.07692308
60.0,59.08108108
61.0,59.0896861
55.0,59.07142857
57.0,59.06222222
65.0,59.08849558
61.0,59.0969163
56.0,59.08333333
59.0,59.08296943
60.0,59.08695652
58.0,59.08225108
62.0,59.09482759
63.0,59.11158798
59.0,59.11111111
54.0,59.0893617
62.0,59.10169492
63.0,59.11814346
58.0,59.11344538
62.0,59.12552301
58.0,59.12083333
57.0,59.1120332
58.0,59.10743802
64.0,59.12757202
62.0,59.13934426
56.0,59.12653061
63.0,59.14227642
58.0,59.13765182
58.0,59.13306452
59.0,59.13253012
64.0,59.152
56.0,59.13944223
57.0,59.13095238
66.0,59.15810277
64.0,59.17716535
50.0,59.14117647
59.0,59.140625
62.0,59.15175097
56.0,59.13953488
61.0,59.14671815
57.0,59.13846154
61.0,59.14559387
56.0,59.13358779
61.0,59.14068441
63.0,59.15530303
60.0,59.15849057
54.0,59.13909774
61.0,59.14606742
60.0,59.14925373
51.0,59.11895911
64.0,59.13703704
68.0,59.1697417
51.0,59.13970588
56.0,59.12820513
62.0,59.13868613
58.0,59.13454545
58.0,59.13043478
62.0,59.14079422
60.0,59.14388489
61.0,59.15053763
60.0,59.15357143
59.0,59.15302491
60.0,59.15602837
55.0,59.14134276
61.0,59.14788732
58.0,59.14385965
58.0,59.13986014
63.0,59.1533101
64.0,59.17013889
55.0,59.15570934
63.0,59.16896552
57.0,59.16151203
57.0,59.15410959
56.0,59.14334471
62.0,59.15306122
60.0,59.1559322
61.0,59.16216216
59.0,59.16161616
65.0,59.18120805
59.0,59.18060201
58.0,59.17666667
59.0,59.17607973
55.0,59.16225166
56.0,59.15181518
63.0,59.16447368
60.0,59.16721311
59.0,59.16666667
61.0,59.17263844
65.0,59.19155844
55.0,59.17799353
60.0,59.18064516
65.0,59.19935691
58.0,59.19551282
55.0,59.18210863
53.0,59.16242038
65.0,59.18095238
59.0,59.18037975
58.0,59.17665615
63.0,59.18867925
60.0,59.19122257
54.0,59.175
63.0,59.18691589
64.0,59.20186335
54.0,59.18575851
61.0,59.19135802
54.0,59.17538462
62.0,59.18404908
57.0,59.17737003
60.0,59.17987805
59.0,59.17933131
62.0,59.18787879
58.0,59.18429003
61.0,59.18975904
61.0,59.1951952
55.0,59.18263473
60.0,59.18507463
63.0,59.19642857
53.0,59.17804154
60.0,59.18047337
64.0,59.19469027
58.0,59.19117647
57.0,59.18475073
68.0,59.21052632
57.0,59.20408163
57.0,59.19767442
57.0,59.19130435
61.0,59.19653179
58.0,59.19308357
55.0,59.18103448
60.0,59.18338109
63.0,59.19428571
57.0,59.18803419
63.0,59.19886364
64.0,59.21246459
53.0,59.19491525
58.0,59.1915493
62.0,59.1994382
52.0,59.17927171
60.0,59.18156425
61.0,59.18662953
61.0,59.19166667
54.0,59.17728532
64.0,59.19060773
63.0,59.20110193
63.0,59.21153846
54.0,59.19726027
55.0,59.18579235
61.0,59.19073569
54.0,59.17663043
64.0,59.1897019
60.0,59.19189189
55.0,59.18059299
61.0,59.18548387
71.0,59.21715818
50.0,59.19251337
63.0,59.20266667
55.0,59.19148936
55.0,59.18037135
50.0,59.15608466
61.0,59.16094987
62.0,59.16842105
64.0,59.18110236
55.0,59.17015707
59.0,59.16971279
69.0,59.1953125
52.0,59.17662338
61.0,59.18134715
57.0,59.17571059
58.0,59.17268041
51.0,59.15167095
65.0,59.16666667
58.0,59.16368286
62.0,59.17091837
56.0,59.16284987
60.0,59.16497462
66.0,59.18227848
58.0,59.17929293
55.0,59.16876574
58.0,59.16582915
58.0,59.16290727
56.0,59.155
63.0,59.16458853
60.0,59.16666667
56.0,59.15880893
61.0,59.16336634
67.0,59.18271605
59.0,59.18226601
63.0,59.19164619
54.0,59.17892157
62.0,59.18581907
53.0,59.17073171
55.0,59.16058394
60.0,59.16262136
58.0,59.1598063
62.0,59.16666667
64.0,59.17831325
61.0,59.18269231
60.0,59.18465228
64.0,59.19617225
60.0,59.19809069
59.0,59.19761905
54.0,59.18527316
58.0,59.18246445
59.0,59.1820331
59.0,59.18160377
60.0,59.18352941
64.0,59.19483568
60.0,59.19672131
60.0,59.19859813
65.0,59.21212121
61.0,59.21627907
52.0,59.19953596
55.0,59.18981481
62.0,59.19630485
57.0,59.19124424
58.0,59.18850575
62.0,59.19495413
59.0,59.19450801
59.0,59.19406393
66.0,59.2095672
63.0,59.21818182
59.0,59.21768707
56.0,59.21040724
55.0,59.20090293
58.0,59.1981982
59.0,59.19775281
60.0,59.19955157
61.0,59.20357942
55.0,59.19419643
58.0,59.19153675
70.0,59.21555556
58.0,59.21286031
59.0,59.21238938
60.0,59.21412804
59.0,59.21365639
52.0,59.1978022
57.0,59.19298246
65.0,59.20568928
56.0,59.19868996
52.0,59.18300654
61.0,59.18695652
65.0,59.19956616
60.0,59.2012987
66.0,59.21598272
56.0,59.20905172
57.0,59.20430108
56.0,59.19742489
56.0,59.19057816
62.0,59.1965812
57.0,59.19189765
55.0,59.18297872
67.0,59.19957537
60.0,59.20127119
59.0,59.20084567
65.0,59.21308017
59.0,59.21263158
50.0,59.19327731
55.0,59.18448637
58.0,59.18200837
62.0,59.18789144
57.0,59.18333333
59.0,59.18295218
65.0,59.19502075
61.0,59.19875776
60.0,59.20041322
65.0,59.21237113
53.0,59.19958848
49.0,59.17864476
62.0,59.18442623
57.0,59.1799591
59.0,59.17959184
63.0,59.18737271
57.0,59.18292683
57.0,59.17849899
63.0,59.18623482
61.0,59.18989899
63.0,59.19758065
52.0,59.18309859
59.0,59.18273092
57.0,59.17835671
64.0,0.0
70.0,0.0
86.0,86.0
56.0,71.0
64.0,68.66666667
65.0,67.75
55.0,65.2
58.0,64.0
48.0,61.71428571
55.0,60.875
46.0,59.22222222
62.0,59.5
64.0,59.90909091
72.0,60.91666667
58.0,60.69230769
64.0,60.92857143
62.0,61.0
68.0,61.4375
60.0,61.35294118
59.0,61.22222222
63.0,61.31578947
58.0,61.15
59.0,61.04761905
59.0,60.95454545
69.0,61.30434783
65.0,61.45833333
66.0,61.64
66.0,61.80769231
64.0,61.88888889
60.0,61.82142857
65.0,61.93103448
55.0,61.7
63.0,61.74193548
59.0,61.65625
59.0,61.57575758
72.0,61.88235294
67.0,62.02857143
66.0,62.13888889
69.0,62.32432432
64.0,62.36842105
54.0,62.15384615
65.0,62.225
55.0,62.04878049
60.0,62.0
59.0,61.93023256
58.0,61.84090909
71.0,62.04444444
65.0,62.10869565
67.0,62.21276596
71.0,62.39583333
61.0,62.36734694
51.0,62.14
63.0,62.15686275
58.0,62.07692308
56.0,61.96226415
65.0,62.01851852
60.0,61.98181818
68.0,62.08928571
67.0,62.1754386
71.0,62.32758621
66.0,62.38983051
65.0,62.43333333
57.0,62.3442623
62.0,62.33870968
56.0,62.23809524
60.0,62.203125
62.0,62.2
61.0,62.18181818
69.0,62.28358209
71.0,62.41176471
61.0,62.39130435
71.0,62.51428571
68.0,62.5915493
51.0,62.43055556
60.0,62.39726027
58.0,62.33783784
61.0,62.32
60.0,62.28947368
61.0,62.27272727
68.0,62.34615385
65.0,62.37974684
66.0,62.425
69.0,62.50617284
66.0,62.54878049
53.0,62.43373494
65.0,62.46428571
57.0,62.4
59.0,62.36046512
62.0,62.35632184
60.0,62.32954545
70.0,62.41573034
68.0,62.47777778
64.0,62.49450549
71.0,62.58695652
65.0,62.61290323
54.0,62.5212766
61.0,62.50526316
58.0,62.45833333
60.0,62.43298969
64.0,62.44897959
59.0,62.41414141
68.0,62.47
68.0,62.52475248
68.0,62.57843137
68.0,62.63106796
64.0,62.64423077
58.0,62.6
64.0,62.61320755
57.0,62.56074766
63.0,62.56481481
62.0,62.55963303
58.0,62.51818182
70.0,62.58558559
66.0,62.61607143
67.0,62.65486726
69.0,62.71052632
66.0,62.73913043
58.0,62.69827586
62.0,62.69230769
59.0,62.66101695
58.0,62.62184874
65.0,62.64166667
62.0,62.63636364
70.0,62.69672131
69.0,62.74796748
70.0,62.80645161
65.0,62.824
66.0,62.84920635
58.0,62.81102362
63.0,62.8125
58.0,62.7751938
