avg-attendance,attendance 
60.09090909,59.0
60.08695652,60.0
59.875,55.0
59.64,54.0
59.96153846,68.0
60.03703704,62.0
60.14285714,63.0
60.13793103,60.0
59.96666667,55.0
59.90322581,58.0
60.125,67.0
60.12121212,60.0
60.20588235,63.0
60.14285714,58.0
60.05555556,57.0
60.10810811,62.0
60.05263158,58.0
60.12820513,63.0
60.125,60.0
60.19512195,63.0
60.04761905,54.0
60.04651163,60.0
60.13636364,64.0
60.08888889,58.0
60.2173913,66.0
60.10638298,55.0
60.10416667,60.0
60.04081633,57.0
60.1,63.0
60.05882353,58.0
60.15384615,65.0
60.0754717,56.0
60.03703704,58.0
60.07272727,62.0
60.05357143,59.0
60.15789474,66.0
60.0862069,56.0
60.06779661,59.0
60.06666667,60.0
60.08196721,61.0
60.11290323,62.0
60.12698413,61.0
60.140625,61.0
60.10769231,58.0
60.06060606,57.0
60.11940299,64.0
60.08823529,58.0
60.13043478,63.0
60.11428571,59.0
60.07042254,57.0
60.11111111,63.0
60.05479452,56.0
60.06756757,61.0
60.10666667,63.0
60.13157895,62.0
60.1038961,58.0
60.1025641,60.0
60.10126582,60.0
60.0875,59.0
60.13580247,64.0
60.08536585,56.0
60.13253012,64.0
60.10714286,58.0
60.10588235,60.0
60.06976744,57.0
60.14942529,67.0
60.03409091,50.0
60.06741573,63.0
60.13333333,66.0
60.08791209,56.0
60.06521739,58.0
60.10752688,64.0
59.9787234,48.0
60.07368421,69.0
60.125,65.0
60.17525773,65.0
60.07142857,50.0
60.06060606,59.0
59.97,51.0
60.02970297,66.0
60.12745098,70.0
60.11650485,59.0
60.03846154,52.0
60.05714286,62.0
59.93396226,47.0
60.00934579,68.0
60.08333333,68.0
60.10091743,62.0
60.00909091,50.0
59.97297297,56.0
59.91071429,53.0
60.0,70.0
60.02631579,63.0
60.06086957,64.0
60.02586207,56.0
59.96581197,53.0
59.95762712,59.0
59.99159664,64.0
60.04166667,66.0
60.04958678,61.0
60.05737705,61.0
59.95934959,48.0
59.98387097,63.0
60.0,62.0
60.01587302,62.0
60.00787402,59.0
60.03125,63.0
59.94573643,49.0
59.99230769,66.0
60.02290076,64.0
60.0,57.0
60.0,60.0
60.0,60.0
59.91851852,49.0
59.97794118,68.0
59.98540146,61.0
60.00724638,63.0
59.99280576,58.0
59.99285714,60.0
59.92198582,50.0
59.96478873,66.0
60.01398601,67.0
59.98611111,56.0
59.9862069,60.0
59.94520548,54.0
59.92517007,57.0
59.97297297,67.0
60.01342282,66.0
59.98666667,56.0
59.99337748,61.0
59.96710526,56.0
59.94771242,57.0
59.99350649,67.0
60.0,61.0
60.01282051,62.0
59.99363057,57.0
59.97468354,57.0
60.0,64.0
59.99375,59.0
60.02484472,65.0
60.02469136,60.0
60.00613497,57.0
60.0,59.0
60.01212121,62.0
60.01204819,60.0
60.03592814,64.0
60.02380952,58.0
60.00591716,57.0
60.02352941,63.0
59.98830409,54.0
60.01162791,64.0
60.03468208,64.0
60.03448276,60.0
60.00571429,55.0
60.03409091,65.0
59.97175141,49.0
60.02808989,70.0
60.04469274,63.0
60.03333333,58.0
59.99447514,53.0
60.00549451,62.0
59.95081967,50.0
60.02717391,74.0
60.05945946,66.0
60.03225806,55.0
59.98395722,51.0
59.99468085,62.0
59.94708995,51.0
60.01578947,73.0
60.03141361,63.0
60.02604167,59.0
59.98963731,53.0
59.97938144,58.0
59.94358974,53.0
60.01020408,73.0
60.02538071,63.0
60.01010101,57.0
60.00502513,59.0
59.97,53.0
59.94527363,55.0
60.03465347,78.0
60.01970443,57.0
60.01960784,60.0
59.96585366,49.0
59.9368932,54.0
59.93236715,59.0
59.98076923,70.0
59.99521531,63.0
60.00952381,63.0
59.94312796,46.0
59.93396226,58.0
59.94366197,62.0
59.95794393,63.0
59.99534884,68.0
60.00462963,62.0
59.95391705,49.0
59.93577982,56.0
59.94977169,63.0
59.95909091,62.0
59.99547511,68.0
59.98198198,57.0
59.95067265,53.0
59.93303571,56.0
59.95111111,64.0
59.96460177,63.0
59.98678414,65.0
59.96929825,56.0
59.96069869,58.0
59.95217391,58.0
59.94805195,59.0
59.96982759,65.0
59.96995708,60.0
59.97435897,61.0
59.95744681,56.0
59.96186441,61.0
59.95780591,59.0
59.97478992,64.0
59.9707113,59.0
59.97083333,60.0
59.95020747,55.0
59.97933884,67.0
59.96296296,56.0
59.9795082,64.0
59.97959184,60.0
59.97154472,58.0
59.96761134,59.0
59.98387097,64.0
59.97590361,58.0
59.988,63.0
59.98007968,58.0
59.96825397,57.0
59.99209486,66.0
59.97637795,56.0
59.98823529,63.0
59.99609375,62.0
59.98832685,58.0
59.96899225,55.0
59.98455598,64.0
59.97692308,58.0
59.99616858,65.0
59.99618321,60.0
59.98479087,57.0
59.98106061,59.0
59.98113208,60.0
59.9962406,64.0
59.99625468,60.0
60.0,61.0
59.98513011,56.0
59.99259259,62.0
59.9704797,54.0
59.99632353,67.0
59.996337,60.0
59.98905109,58.0
59.97818182,57.0
59.98550725,62.0
59.97833935,58.0
59.99280576,64.0
60.0,62.0
59.98928571,57.0
59.98220641,58.0
59.9893617,62.0
59.98586572,59.0
60.00704225,66.0
59.99298246,56.0
59.98251748,57.0
60.0,65.0
59.97916667,54.0
59.99653979,65.0
60.00689655,63.0
60.00343643,59.0
59.98630137,55.0
59.99317406,62.0
59.9829932,57.0
59.99661017,64.0
60.0,61.0
59.99326599,58.0
59.98993289,59.0
59.98996656,60.0
59.98333333,58.0
60.00332226,66.0
59.99337748,57.0
60.0,62.0
59.99342105,58.0
59.98688525,58.0
60.00326797,65.0
60.0,59.0
60.00324675,61.0
59.99676375,58.0
60.00645161,63.0
59.99356913,56.0
60.00961538,65.0
60.00319489,58.0
60.0,59.0
60.00634921,62.0
60.0,58.0
60.00630915,62.0
60.00314465,59.0
60.01253918,63.0
60.003125,57.0
60.01557632,64.0
60.0,55.0
60.0123839,64.0
60.0,56.0
60.01846154,66.0
59.99386503,52.0
60.0,62.0
60.02134146,67.0
60.00607903,55.0
60.0,58.0
60.01208459,64.0
59.97891566,49.0
59.996997,66.0
60.01197605,65.0
60.01791045,62.0
59.99404762,52.0
60.0,62.0
59.97337278,51.0
60.00294985,70.0
60.01764706,65.0
60.02052786,61.0
59.99707602,52.0
59.99708455,60.0
59.97674419,53.0
60.0057971,70.0
60.00867052,61.0
60.01440922,62.0
60.00574713,57.0
59.99426934,56.0
59.98857143,58.0
60.0,64.0
60.01136364,64.0
60.00849858,59.0
60.00847458,60.0
59.9971831,56.0
59.99438202,59.0
60.00560224,64.0
60.0,58.0
60.01392758,65.0
60.00555556,57.0
59.98891967,54.0
60.0,64.0
59.99449036,58.0
60.00824176,65.0
60.00821918,60.0
60.0136612,62.0
59.98910082,51.0
60.00271739,65.0
59.99457995,57.0
60.0027027,63.0
60.00808625,62.0
60.0188172,64.0
59.99463807,51.0
59.99465241,60.0
60.008,65.0
59.99734043,56.0
60.02122016,69.0
60.01322751,57.0
60.00527704,57.0
59.99473684,56.0
60.0,62.0
60.01570681,66.0
60.02088773,62.0
60.015625,58.0
60.0,54.0
60.00518135,62.0
60.00516796,60.0
60.01804124,65.0
60.01542416,59.0
60.01282051,59.0
59.99488491,53.0
60.01020408,66.0
60.00254453,57.0
60.01269036,64.0
60.01518987,61.0
60.01767677,61.0
60.0,53.0
60.01005025,64.0
60.0075188,59.0
60.02,65.0
60.00498753,54.0
60.00248756,59.0
60.01240695,64.0
60.00990099,59.0
60.02469136,66.0
60.01231527,55.0
60.00982801,59.0
60.00735294,59.0
60.00977995,61.0
60.01707317,63.0
60.01459854,59.0
60.01456311,60.0
60.00242131,55.0
60.01449275,65.0
60.00240964,55.0
60.01442308,65.0
60.00719424,57.0
60.00717703,60.0
60.00477327,59.0
60.01666667,65.0
60.0,53.0
60.01184834,65.0
60.01182033,60.0
60.00471698,57.0
60.00705882,61.0
60.01173709,62.0
60.00234192,56.0
60.01168224,64.0
60.004662,57.0
60.01162791,63.0
60.00464037,57.0
60.00925926,62.0
59.99769053,55.0
60.01612903,68.0
59.99770115,52.0
59.99770642,60.0
60.01601831,68.0
60.00456621,55.0
59.9977221,57.0
60.00681818,64.0
59.98866213,52.0
60.00226244,66.0
60.00677201,62.0
60.01351351,63.0
59.99325843,51.0
60.00896861,67.0
59.98657718,50.0
60.0,66.0
60.02227171,70.0
60.01333333,56.0
59.99113082,50.0
60.00442478,66.0
59.98675497,52.0
60.01101322,71.0
60.01098901,60.0
60.00657895,58.0
59.99781182,56.0
60.0,61.0
59.9912854,56.0
60.01086957,69.0
60.0,55.0
60.0021645,61.0
60.00863931,63.0
60.0,56.0
59.99354839,57.0
59.99785408,62.0
60.00214133,62.0
60.0042735,61.0
60.00852878,62.0
59.99361702,53.0
59.99363057,60.0
60.00211864,64.0
60.0,59.0
60.00843882,64.0
60.00210526,57.0
59.99369748,56.0
60.00419287,65.0
59.9916318,54.0
60.00417537,66.0
60.0125,64.0
60.00831601,58.0
59.99377593,53.0
59.99378882,60.0
59.99173554,59.0
60.01030928,69.0
60.00411523,57.0
60.00410678,60.0
59.99590164,56.0
59.98977505,57.0
59.99183673,61.0
59.99592668,62.0
60.00203252,63.0
59.9959432,57.0
59.99595142,60.0
59.99393939,59.0
59.99395161,60.0
59.99798793,62.0
59.9939759,58.0
59.99799599,62.0
0.0,8.0
0.0,65.0
85.0,85.0
76.5,68.0
73.33333333,67.0
69.0,56.0
63.0,39.0
63.0,63.0
64.57142857,74.0
65.0,68.0
66.0,74.0
66.0,66.0
63.81818182,42.0
63.83333333,64.0
63.61538462,61.0
63.42857143,61.0
64.46666667,79.0
65.0,73.0
63.94117647,47.0
64.0,65.0
63.42105263,53.0
62.95,54.0
63.9047619,83.0
64.59090909,79.0
63.95652174,50.0
64.20833333,70.0
63.48,46.0
62.84615385,47.0
63.37037037,77.0
64.10714286,84.0
64.06896552,63.0
64.33333333,72.0
63.70967742,45.0
63.09375,44.0
63.39393939,73.0
63.61764706,71.0
63.77142857,69.0
64.22222222,80.0
63.81081081,49.0
63.21052632,41.0
63.43589744,72.0
63.425,63.0
63.6097561,71.0
63.95238095,78.0
63.74418605,55.0
63.36363636,47.0
63.44444444,67.0
63.23913043,54.0
63.46808511,74.0
63.66666667,73.0
63.67346939,64.0
63.46,53.0
63.49019608,65.0
63.15384615,46.0
63.24528302,68.0
63.51851852,78.0
63.67272727,72.0
63.64285714,62.0
63.57894737,60.0
63.25862069,45.0
63.27118644,64.0
63.45,74.0
63.60655738,73.0
63.67741935,68.0
63.73015873,67.0
63.390625,42.0
63.35384615,61.0
63.37878788,65.0
63.43283582,67.0
63.58823529,74.0
63.71014493,72.0
63.48571429,48.0
63.50704225,65.0
63.375,54.0
63.26027397,55.0
63.5,81.0
63.73333333,81.0
63.53947368,49.0
63.62337662,70.0
63.34615385,42.0
63.12658228,46.0
63.3375,80.0
63.60493827,85.0
63.6097561,64.0
63.68674699,70.0
63.45238095,44.0
63.24705882,46.0
63.34883721,72.0
63.43678161,71.0
63.53409091,72.0
63.70786517,79.0
63.55555556,50.0
63.35164835,45.0
63.41304348,69.0
63.35483871,58.0
63.45744681,73.0
63.62105263,79.0
63.57291667,59.0
63.41237113,48.0
63.44897959,67.0
63.34343434,53.0
63.39,68.0
63.53465347,78.0
63.55882353,66.0
63.50485437,58.0
63.49038462,62.0
63.32380952,46.0
63.33962264,65.0
63.45794393,76.0
63.53703704,72.0
63.53211009,63.0
63.56363636,67.0
63.35135135,40.0
63.35714286,64.0
63.42477876,71.0
63.42982456,64.0
63.50434783,72.0
63.60344828,75.0
63.38461538,38.0
63.34745763,59.0
63.35294118,64.0
63.34166667,62.0
63.45454545,77.0
63.57377049,78.0
63.42276423,45.0
63.41129032,62.0
63.328,53.0
63.24603175,53.0
63.40944882,84.0
63.53125,79.0
63.4496124,53.0
63.47692308,67.0
63.32824427,44.0
63.21212121,48.0
63.33834586,80.0
63.44029851,77.0
63.47407407,68.0
63.55147059,74.0
63.40875912,44.0
63.24637681,41.0
63.34532374,77.0
63.35714286,65.0
63.41843972,72.0
63.52112676,78.0
63.41258741,48.0
63.26388889,42.0
63.32413793,72.0
63.30136986,60.0
63.38095238,75.0
63.47297297,77.0
63.39597315,52.0
63.28666667,47.0
63.33112583,70.0
63.26973684,54.0
63.33986928,74.0
63.42207792,76.0
63.36774194,55.0
63.33974359,59.0
63.33121019,62.0
63.23417722,48.0
63.3081761,75.0
63.3875,76.0
63.37888199,62.0
63.37037037,62.0
63.33742331,58.0
63.22560976,45.0
63.27272727,71.0
63.34939759,76.0
63.38922156,70.0
63.39285714,64.0
63.37869822,61.0
63.25294118,42.0
63.28654971,69.0
63.31395349,68.0
63.32369942,65.0
63.37931034,73.0
63.38285714,64.0
63.27272727,44.0
63.28813559,66.0
63.28089888,62.0
63.27374302,62.0
63.35,77.0
63.38674033,70.0
63.31868132,51.0
63.33333333,66.0
63.27717391,53.0
63.23243243,55.0
63.3172043,79.0
63.39037433,77.0
63.34042553,54.0
63.38095238,71.0
63.28421053,45.0
63.20418848,48.0
63.27083333,76.0
63.37305699,83.0
63.36082474,61.0
63.42051282,75.0
63.31122449,42.0
63.21319797,44.0
63.25252525,71.0
63.30653266,74.0
63.34,70.0
63.4278607,81.0
63.34653465,47.0
63.24630542,43.0
63.27941176,70.0
63.27317073,62.0
63.30582524,70.0
63.37681159,78.0
63.37019231,62.0
63.28708134,46.0
63.31428571,69.0
63.26066351,52.0
63.27358491,66.0
63.34741784,79.0
63.38317757,71.0
63.34418605,55.0
63.33333333,61.0
63.24423963,44.0
63.24311927,63.0
63.32420091,81.0
63.37272727,74.0
63.37104072,63.0
63.38288288,66.0
63.2690583,38.0
63.25892857,61.0
63.30222222,73.0
63.33628319,71.0
63.37885463,73.0
63.40789474,70.0
63.31441048,42.0
63.29130435,58.0
63.29004329,63.0
63.29741379,65.0
63.36051502,78.0
63.4017094,73.0
63.32765957,46.0
63.33050847,64.0
63.27004219,49.0
63.23529412,55.0
63.32635983,85.0
63.40416667,82.0
63.35684647,52.0
63.37603306,68.0
63.28395062,41.0
63.22131148,48.0
63.28979592,80.0
63.35772358,80.0
63.36437247,65.0
63.39919355,72.0
63.32128514,44.0
63.256,47.0
63.29482072,73.0
63.32142857,70.0
63.34782609,70.0
63.41338583,80.0
63.3372549,44.0
63.2734375,47.0
63.29182879,68.0
63.27131783,58.0
63.31660232,75.0
63.38461538,81.0
63.34099617,52.0
63.30534351,54.0
63.30418251,63.0
63.26136364,52.0
63.31698113,78.0
63.35714286,74.0
63.34456929,60.0
63.33955224,62.0
63.30855019,55.0
63.25185185,48.0
63.29520295,75.0
63.33823529,75.0
63.35897436,69.0
63.37226277,67.0
63.32363636,50.0
63.25,43.0
63.28519856,73.0
63.29136691,65.0
63.32616487,73.0
63.375,77.0
63.3202847,48.0
63.25177305,44.0
63.28621908,73.0
63.27112676,59.0
63.30175439,72.0
63.34965035,77.0
63.30662021,51.0
63.26388889,51.0
63.28027682,68.0
63.25517241,56.0
63.29553265,75.0
63.33561644,75.0
63.30375427,54.0
63.28231293,57.0
63.2779661,62.0
63.23310811,50.0
63.27946128,77.0
63.31543624,74.0
63.30100334,59.0
63.3,63.0
63.28239203,58.0
63.21854305,44.0
63.25412541,74.0
63.30263158,78.0
63.32131148,69.0
63.32679739,65.0
63.29641694,54.0
63.22402597,41.0
63.25889968,74.0
63.26774194,66.0
63.2829582,68.0
63.31410256,73.0
63.30031949,59.0
63.23248408,42.0
63.26031746,72.0
63.24050633,57.0
63.27129338,73.0
63.30503145,74.0
63.29153605,59.0
63.253125,51.0
63.27102804,69.0
63.2173913,46.0
63.25077399,74.0
63.28703704,75.0
63.28,61.0
63.26380368,58.0
63.25993884,62.0
63.20731707,46.0
63.23404255,72.0
63.26969697,75.0
63.28700906,69.0
63.28012048,61.0
63.27627628,62.0
63.21556886,43.0
63.23283582,69.0
63.26488095,74.0
63.28189911,69.0
63.29585799,68.0
63.2920354,62.0
63.23235294,43.0
63.24633431,68.0
63.24561404,63.0
63.25072886,65.0
63.28197674,74.0
63.29855072,69.0
63.25433526,48.0
63.26224784,66.0
63.23563218,54.0
63.22922636,61.0
63.28,81.0
63.30769231,73.0
63.28693182,56.0
63.2917847,65.0
63.24293785,46.0
63.21690141,54.0
63.26685393,81.0
63.29971989,75.0
63.31284916,68.0
63.32311978,67.0
63.275,46.0
63.23545706,49.0
63.25966851,72.0
63.28099174,71.0
63.31868132,77.0
63.34794521,74.0
63.30601093,48.0
63.26702997,49.0
63.27173913,65.0
63.2601626,59.0
63.29459459,76.0
63.32884097,76.0
63.31182796,57.0
63.29490617,57.0
63.28609626,60.0
63.256,52.0
63.28191489,73.0
63.31034483,74.0
63.31746032,66.0
63.32189974,65.0
63.30789474,58.0
63.26509186,47.0
63.28272251,70.0
63.31070496,74.0
63.32552083,69.0
63.34805195,72.0
63.33160622,57.0
63.27390181,41.0
63.28608247,68.0
63.28791774,64.0
63.30512821,70.0
63.33503836,75.0
63.32653061,60.0
63.29770992,52.0
63.31725888,71.0
63.28607595,51.0
63.30050505,69.0
63.33753149,78.0
63.33919598,64.0
63.32330827,57.0
63.325,64.0
63.27930175,45.0
63.29104478,68.0
63.32258065,76.0
63.33910891,70.0
63.3382716,63.0
63.34975369,68.0
63.29238329,40.0
63.29901961,66.0
63.31540342,70.0
63.31707317,64.0
63.33576642,71.0
63.36407767,75.0
63.30266344,38.0
63.29468599,60.0
63.29638554,64.0
63.30048077,65.0
63.33573141,78.0
63.36602871,76.0
63.31980907,44.0
63.32142857,64.0
63.29453682,52.0
63.27488152,55.0
63.321513,83.0
63.36320755,81.0
63.33411765,51.0
63.34507042,68.0
63.29508197,42.0
63.26401869,50.0
63.2960373,77.0
63.33953488,82.0
63.33410673,61.0
63.3587963,74.0
63.31177829,43.0
63.26728111,44.0
63.29425287,75.0
63.31651376,73.0
63.32723112,68.0
63.3652968,80.0
63.33257403,49.0
63.275,38.0
63.29251701,71.0
63.29638009,65.0
63.31828442,73.0
63.35585586,80.0
63.33258427,53.0
63.28923767,44.0
63.31096197,73.0
63.29464286,56.0
63.30957684,70.0
63.34,77.0
63.32815965,58.0
63.3119469,56.0
63.31788079,66.0
63.29295154,52.0
63.31648352,74.0
63.33991228,74.0
63.33041575,59.0
63.32532751,61.0
63.32244009,62.0
63.28913043,48.0
63.29934924,68.0
63.32683983,76.0
63.33909287,69.0
63.34267241,65.0
63.33333333,59.0
63.29828326,47.0
63.30406852,66.0
63.32264957,72.0
63.3347548,69.0
63.35531915,73.0
63.34607219,59.0
63.31144068,47.0
63.31501057,65.0
63.30590717,59.0
63.32421053,72.0
63.35294118,77.0
63.35849057,66.0
63.33263598,51.0
63.32776618,61.0
63.30625,53.0
63.31392931,67.0
63.34439834,78.0
63.35817805,70.0
63.34917355,59.0
63.34845361,63.0
63.30658436,43.0
63.30595483,63.0
63.33196721,76.0
63.34969325,72.0
63.35714286,67.0
63.36659878,68.0
63.31910569,40.0
63.31440162,61.0
63.32591093,69.0
63.32929293,65.0
63.34677419,72.0
63.37424547,77.0
63.32931727,41.0
63.31863727,58.0
0.0,24.0
0.0,32.0
35.0,35.0
48.0,61.0
55.66666667,71.0
55.5,55.0
55.6,56.0
54.5,49.0
53.14285714,45.0
52.375,47.0
51.33333333,43.0
50.2,40.0
48.90909091,36.0
47.91666667,37.0
47.61538462,44.0
47.85714286,51.0
48.2,53.0
48.125,47.0
48.0,46.0
48.22222222,52.0
48.10526316,46.0
48.3,52.0
47.76190476,37.0
46.90909091,29.0
46.69565217,42.0
46.54166667,43.0
46.44,44.0
46.65384615,52.0
46.44444444,41.0
46.42857143,46.0
46.51724138,49.0
46.5,46.0
46.58064516,49.0
46.5625,46.0
46.09090909,31.0
46.05882353,45.0
45.88571429,40.0
45.83333333,44.0
45.89189189,48.0
45.89473684,46.0
45.84615385,44.0
46.0,52.0
45.92682927,43.0
45.95238095,47.0
45.97674419,47.0
45.81818182,39.0
45.66666667,39.0
45.58695652,42.0
45.59574468,46.0
45.52083333,42.0
45.46938776,43.0
45.48,46.0
45.49019608,46.0
45.48076923,45.0
45.56603774,50.0
45.46296296,40.0
45.34545455,39.0
45.39285714,48.0
45.35087719,43.0
45.24137931,39.0
45.22033898,44.0
45.16666667,42.0
45.14754098,44.0
45.20967742,49.0
45.19047619,44.0
45.109375,40.0
45.07692308,43.0
45.12121212,48.0
45.14925373,47.0
45.13235294,44.0
45.08695652,42.0
45.05714286,43.0
45.01408451,42.0
45.0,44.0
44.97260274,43.0
44.94594595,43.0
44.93333333,44.0
44.96052632,47.0
44.94805195,44.0
44.97435897,47.0
44.97468354,45.0
44.9625,44.0
44.92592593,42.0
44.90243902,43.0
44.87951807,43.0
44.91666667,48.0
44.82352941,37.0
44.86046512,48.0
44.83908046,43.0
44.81818182,43.0
44.87640449,50.0
44.92222222,49.0
44.85714286,39.0
44.85869565,45.0
44.8172043,41.0
44.80851064,44.0
44.82105263,46.0
44.84375,47.0
44.75257732,36.0
44.76530612,46.0
44.74747475,43.0
44.8,50.0
44.83168317,48.0
44.81372549,43.0
44.78640777,42.0
44.81730769,48.0
44.77142857,40.0
44.75471698,43.0
44.74766355,44.0
44.73148148,43.0
44.68807339,40.0
44.73636364,50.0
44.68468468,39.0
44.69642857,46.0
44.7079646,46.0
44.72807018,47.0
44.72173913,44.0
44.71551724,44.0
44.71794872,45.0
44.70338983,43.0
44.72268908,47.0
44.73333333,46.0
44.66942149,37.0
44.68852459,47.0
44.67479675,43.0
44.65322581,42.0
44.68,48.0
44.70634921,48.0
44.66141732,39.0
44.6953125,49.0
44.65116279,39.0
44.63846154,43.0
44.65648855,47.0
44.70454545,51.0
44.63909774,36.0
44.61940299,42.0
44.59259259,41.0
44.65441176,53.0
44.65693431,45.0
44.65942029,45.0
44.61870504,39.0
44.63571429,47.0
44.60992908,41.0
44.64084507,49.0
44.59440559,38.0
44.59027778,44.0
44.53793103,37.0
44.57534247,50.0
44.56462585,43.0
44.57432432,46.0
44.56375839,43.0
44.57333333,46.0
44.56953642,44.0
44.59210526,48.0
44.59477124,45.0
44.55844156,39.0
44.52903226,40.0
44.57051282,51.0
44.54140127,40.0
44.5443038,45.0
44.52830189,42.0
44.5375,46.0
44.52173913,42.0
44.55555556,50.0
44.54601227,43.0
44.53658537,43.0
44.51515152,41.0
44.54819277,50.0
44.53293413,42.0
44.51785714,42.0
44.49112426,40.0
44.51176471,48.0
44.49707602,42.0
44.52325581,49.0
44.50289017,41.0
44.49425287,43.0
44.49714286,45.0
44.52272727,49.0
44.50282486,41.0
44.5,44.0
44.46927374,39.0
44.47222222,45.0
44.48618785,47.0
44.48901099,45.0
44.45355191,38.0
44.48369565,50.0
44.45405405,39.0
44.47849462,49.0
44.49197861,47.0
44.48404255,43.0
44.44973545,38.0
44.48421053,51.0
44.47120419,42.0
44.48958333,48.0
44.48704663,44.0
44.48453608,44.0
44.46666667,41.0
44.48979592,49.0
44.47715736,42.0
44.46969697,43.0
44.45728643,42.0
44.48,49.0
44.45771144,40.0
44.46039604,45.0
44.45812808,44.0
44.47058824,47.0
44.46829268,44.0
44.48543689,48.0
44.45410628,38.0
44.46153846,46.0
44.44497608,41.0
44.47142857,50.0
44.45971564,42.0
44.45283019,43.0
44.44600939,43.0
44.46728972,49.0
44.46511628,44.0
44.48148148,48.0
44.44239631,36.0
44.44954128,46.0
44.42465753,39.0
44.44545455,49.0
44.4479638,45.0
44.44144144,43.0
44.43049327,42.0
44.46428571,52.0
44.43111111,37.0
44.45575221,50.0
44.44493392,42.0
44.4254386,40.0
44.44541485,49.0
44.45652174,47.0
44.45887446,45.0
44.46551724,46.0
44.42918455,36.0
44.44871795,49.0
44.44680851,44.0
44.44915254,45.0
44.44303797,43.0
44.44957983,46.0
44.43514644,41.0
44.46666667,52.0
44.45643154,42.0
44.44214876,41.0
44.44032922,44.0
44.45901639,49.0
44.44897959,42.0
44.45121951,45.0
44.43724696,41.0
44.44354839,46.0
44.437751,43.0
44.436,44.0
44.43824701,45.0
44.4484127,47.0
44.43083004,40.0
44.45669291,51.0
44.44313725,41.0
44.4296875,41.0
44.43579767,46.0
44.4496124,48.0
44.42857143,39.0
44.42307692,43.0
44.43295019,47.0
44.4351145,45.0
44.44486692,47.0
44.47348485,52.0
44.44528302,37.0
44.42857143,40.0
44.43445693,46.0
44.44029851,46.0
44.42750929,41.0
44.42962963,45.0
44.43173432,45.0
44.42647059,43.0
44.43956044,48.0
44.44890511,47.0
44.42545455,38.0
44.41666667,42.0
44.41155235,43.0
44.41007194,44.0
44.41577061,46.0
44.42142857,46.0
44.41281139,42.0
44.41134752,44.0
44.41342756,45.0
44.42605634,48.0
44.40350877,38.0
44.40559441,45.0
44.41463415,47.0
44.40972222,43.0
44.41176471,45.0
44.42068966,47.0
44.39862543,38.0
44.39726027,44.0
44.39590444,44.0
44.39115646,43.0
44.39661017,46.0
44.40878378,48.0
44.39057239,39.0
44.39932886,47.0
44.39799331,44.0
44.40333333,46.0
44.40531561,45.0
44.41059603,46.0
44.39933993,41.0
44.40789474,47.0
44.39344262,40.0
44.40522876,48.0
44.39739414,42.0
44.39935065,45.0
44.39482201,43.0
44.40645161,48.0
44.40836013,45.0
44.42307692,49.0
44.41214058,41.0
44.41401274,45.0
44.40952381,43.0
44.42721519,50.0
44.41640379,41.0
44.40566038,41.0
44.40438871,44.0
44.4125,47.0
44.41121495,44.0
44.41614907,46.0
44.40247678,40.0
44.40123457,44.0
44.39076923,41.0
44.39877301,47.0
44.3883792,41.0
44.39329268,46.0
44.38601824,42.0
44.4,49.0
44.3897281,41.0
44.40060241,48.0
44.38738739,40.0
44.38323353,43.0
44.38507463,45.0
44.39583333,48.0
44.37982196,39.0
44.38757396,47.0
44.35988201,35.0
44.38235294,52.0
44.39002933,47.0
44.38304094,42.0
44.37317784,41.0
44.39534884,52.0
44.3884058,42.0
44.41040462,52.0
44.41210375,45.0
44.39942529,40.0
44.38968481,41.0
44.39428571,46.0
44.39031339,43.0
44.39772727,47.0
44.38810198,41.0
44.38983051,45.0
44.3943662,46.0
44.39044944,43.0
44.40336134,49.0
44.40502793,45.0
44.39275766,40.0
44.39444444,45.0
44.39889197,46.0
44.39502762,43.0
44.40495868,48.0
44.39010989,39.0
44.39452055,46.0
44.39071038,43.0
44.39509537,46.0
44.39673913,45.0
44.40108401,46.0
44.4,44.0
44.4097035,48.0
44.39784946,40.0
44.39946381,45.0
44.39572193,43.0
44.39466667,44.0
44.39361702,44.0
44.4005305,47.0
44.39417989,42.0
44.39577836,45.0
44.4,46.0
44.40944882,48.0
44.40837696,44.0
44.40992167,45.0
44.3984375,40.0
44.40519481,47.0
44.4015544,43.0
44.39793282,43.0
44.39175258,42.0
44.40102828,48.0
44.39487179,42.0
44.40409207,48.0
44.39795918,42.0
44.39185751,42.0
44.39593909,46.0
44.40759494,49.0
44.39393939,39.0
44.39546599,45.0
44.38442211,40.0
44.39348371,48.0
44.405,49.0
44.40149626,43.0
44.38557214,38.0
44.39454094,48.0
44.38118812,39.0
44.39259259,49.0
44.39901478,47.0
44.39066339,41.0
44.375,38.0
44.39608802,53.0
44.38536585,40.0
44.38442822,44.0
44.38592233,45.0
44.40193705,51.0
44.39371981,41.0
44.40481928,49.0
44.38701923,37.0
44.39088729,46.0
44.38755981,43.0
44.39618138,48.0
44.38095238,38.0
44.3824228,45.0
44.37203791,40.0
44.38770686,51.0
44.38679245,44.0
44.38823529,45.0
44.37793427,40.0
44.38407494,47.0
44.38785047,46.0
44.3962704,48.0
44.38372093,39.0
44.38283063,44.0
44.36342593,36.0
44.37182448,48.0
44.37327189,45.0
44.36781609,42.0
44.3646789,43.0
44.37528604,49.0
44.37214612,43.0
44.38952164,52.0
44.38409091,42.0
44.36507937,36.0
