overcrowding-threshold,[run number] 
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
60.0,139.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
70.0,140.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
40.0,141.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
50.0,142.0
