attendance,std 
41.0,2.09606653
44.0,0.024810764
45.0,0.719298277
44.0,0.011984861
45.0,0.707106781
42.0,1.391029733
41.0,2.064295603
44.0,0.056119586
42.0,1.336873758
43.0,0.620078254
46.0,1.478495997
41.0,2.026335851
46.0,1.487003966
40.0,2.715699957
45.0,0.808122036
44.0,0.099592504
44.0,0.098209275
43.0,0.600556444
43.0,0.592440817
43.0,0.584541606
44.0,0.120952476
45.0,0.817305241
43.0,0.589255651
44.0,0.116359344
41.0,1.979898987
43.0,0.558701654
47.0,2.242045892
41.0,1.976491244
46.0,1.54048263
41.0,1.971580084
44.0,0.147999094
45.0,0.845277072
43.0,0.562471303
42.0,1.255313162
43.0,0.542115199
44.0,0.163178488
44.0,0.161404809
43.0,0.539834209
43.0,0.534091292
43.0,0.528469279
44.0,0.176776695
45.0,0.874771276
43.0,0.533937774
44.0,0.171419826
41.0,1.930401513
43.0,0.511077178
47.0,2.294630829
41.0,1.929097141
46.0,1.590990258
41.0,1.926024185
44.0,0.193453742
45.0,0.89214407
43.0,0.517235516
42.0,1.213109799
43.0,0.50140299
44.0,0.203850604
44.0,0.202030509
43.0,0.500606571
43.0,0.496215285
43.0,0.49190037
44.0,0.213351184
45.0,0.912590803
43.0,0.497371719
44.0,0.207972583
41.0,1.897403196
43.0,0.479196331
47.0,2.329974804
41.0,1.897115754
46.0,1.625205102
41.0,1.895046174
44.0,0.224478343
45.0,0.924249808
43.0,0.486135912
42.0,1.18399275
43.0,0.473217615
44.0,0.232103753
44.0,0.230345391
43.0,0.473176718
43.0,0.469645549
43.0,0.466166693
44.0,0.23916847
45.0,0.939368133
43.0,0.471404521
44.0,0.234006561
41.0,1.87383297
43.0,0.456359696
47.0,2.355362729
41.0,1.87408021
46.0,1.649915823
41.0,1.872613821
44.0,0.247003054
45.0,0.947619292
43.0,0.463441607
42.0,1.162692358
43.0,0.45254834
44.0,0.252872624
44.0,0.251208988
43.0,0.452918069
43.0,0.449977043
43.0,0.447073965
44.0,0.258365939
45.0,0.959323213
43.0,0.452011297
44.0,0.25349111
41.0,1.856155301
43.0,0.439196759
47.0,2.374482031
41.0,1.85669756
46.0,1.668599539
41.0,1.855619614
44.0,0.264100123
45.0,0.965391294
43.0,0.446150707
42.0,1.14643348
43.0,0.436742424
44.0,0.268783279
44.0,0.267220586
43.0,0.437343501
43.0,0.434830032
43.0,0.432345289
44.0,0.273200347
45.0,0.97476867
43.0,0.436976101
44.0,0.268621571
41.0,1.842406002
43.0,0.425826736
47.0,2.389399288
41.0,1.843114397
46.0,1.683221577
41.0,1.84229983
44.0,0.277520403
45.0,0.979361799
43.0,0.432538723
42.0,1.133615633
43.0,0.424264069
44.0,0.281361861
44.0,0.279896434
43.0,0.424996822
43.0,0.422806117
43.0,0.42063788
44.0,0.285007325
45.0,0.987077994
43.0,0.424978318
44.0,0.280710732
41.0,1.831406563
43.0,0.415117414
47.0,2.401362633
41.0,1.832207719
46.0,1.694976549
41.0,1.831579028
44.0,0.288334804
45.0,0.990632689
43.0,0.421544427
42.0,1.123250963
43.0,0.414162543
44.0,0.291555877
44.0,0.290180613
43.0,0.414968768
43.0,0.413029662
43.0,0.411108594
44.0,0.294627825
45.0,0.997118318
43.0,0.415181963
44.0,0.290591828
41.0,1.822407022
43.0,0.406346431
47.0,2.411170421
41.0,1.823257395
46.0,1.704632419
41.0,1.822764147
44.0,0.297235151
45.0,0.999917519
43.0,0.412478956
42.0,1.114696716
43.0,0.405817805
44.0,0.299984695
44.0,0.298691658
43.0,0.406662269
43.0,0.404924396
43.0,0.403201314
44.0,0.302617733
45.0,1.005464073
43.0,0.407032055
44.0,0.298819184
41.0,1.814907405
43.0,0.399031213
47.0,2.419357086
41.0,1.815780376
46.0,1.712705359
41.0,1.81538843
44.0,0.304688288
45.0,1.007698733
43.0,0.404875657
42.0,1.107516645
43.0,0.398808225
44.0,0.307070275
44.0,0.305851743
43.0,0.39966905
43.0,0.39809555
43.0,0.396534391
44.0,0.309359217
45.0,1.012510877
43.0,0.400145698
44.0,0.305775905
41.0,1.808561575
43.0,0.392837101
47.0,2.426293879
41.0,1.809440547
46.0,1.719555127
41.0,1.809126029
44.0,0.311020652
45.0,1.014314222
43.0,0.398407179
42.0,1.101404243
43.0,0.392837101
44.0,0.313110014
44.0,0.311958874
43.0,0.393700479
43.0,0.392263616
43.0,0.390837203
44.0,0.315123674
45.0,1.018540093
43.0,0.394250184
44.0,0.311735248
41.0,1.803122292
43.0,0.387524713
47.0,2.43224673
41.0,1.803996806
46.0,1.725440139
41.0,1.803742561
44.0,0.316467371
45.0,1.020007691
43.0,0.392837101
42.0,1.096137848
43.0,0.38768958
44.0,0.318319548
44.0,0.317229412
43.0,0.38854673
43.0,0.387225142
43.0,0.385912514
44.0,0.320109151
45.0,1.023757293
43.0,0.389146014
44.0,0.316897353
41.0,1.798408247
43.0,0.38291829
47.0,2.437411123
41.0,1.799271711
46.0,1.730550807
41.0,1.799065122
44.0,0.3212021
45.0,1.024959341
43.0,0.387990409
42.0,1.091553186
43.0,0.383206256
44.0,0.322859045
44.0,0.32182424
43.0,0.384051606
43.0,0.382828512
43.0,0.381613183
44.0,0.324463555
45.0,1.028316171
43.0,0.384683878
44.0,0.321412173
41.0,1.794283457
43.0,0.378885877
47.0,2.441933977
41.0,1.795131766
46.0,1.735030528
41.0,1.794963368
44.0,0.325355881
45.0,1.029305284
43.0,0.383734778
42.0,1.087525931
43.0,0.379266364
44.0,0.326849962
44.0,0.325865474
43.0,0.380096438
43.0,0.378958425
43.0,0.377827205
44.0,0.328299577
45.0,1.032333936
43.0,0.380749805
44.0,0.325394271
41.0,1.790643937
43.0,0.375326473
47.0,2.445927843
41.0,1.791474615
46.0,1.738989351
41.0,1.791337179
44.0,0.329029456
45.0,1.033150254
43.0,0.379968299
42.0,1.083960252
43.0,0.375776747
44.0,0.330386074
44.0,0.329447478
43.0,0.376589447
43.0,0.375525635
43.0,0.374467817
44.0,0.331704586
45.0,1.035901531
43.0,0.377255294
44.0,0.328932681
41.0,1.787408808
43.0,0.372161464
47.0,2.449480397
41.0,1.788220455
46.0,1.742513139
41.0,1.788108381
44.0,0.332301547
45.0,1.036576153
43.0,0.37661122
42.0,1.080781096
43.0,0.372664385
44.0,0.333540935
44.0,0.332644319
43.0,0.373458541
43.0,0.372459989
43.0,0.371466762
44.0,0.334747359
45.0,1.039090602
43.0,0.374130572
44.0,0.332097644
41.0,1.784514219
43.0,0.369328739
47.0,2.452660956
41.0,1.785306155
46.0,1.745669866
41.0,1.785215042
44.0,0.335234562
45.0,1.039647955
43.0,0.373600232
42.0,1.077928846
43.0,0.369871239
44.0,0.336373047
44.0,0.335514952
43.0,0.370646303
43.0,0.369705576
43.0,0.368769612
44.0,0.337482782
45.0,1.041958355
43.0,0.371319893
44.0,0.334945317
41.0,1.781909089
43.0,0.36677858
47.0,2.455525041
41.0,1.782681116
46.0,1.748514046
41.0,1.782607466
44.0,0.33787861
45.0,1.042417859
43.0,0.370884439
42.0,1.075355545
43.0,0.367350596
44.0,0.338929528
44.0,0.338106883
43.0,0.368106436
43.0,0.36721729
43.0,0.366332429
44.0,0.339955183
45.0,1.044551024
43.0,0.368778178
44.0,0.337521137
41.0,1.779552066
43.0,0.364470716
47.0,2.458117649
41.0,1.780304307
46.0,1.751089906
41.0,1.780245308
44.0,0.34027439
45.0,1.044928288
43.0,0.368422458
42.0,1.073022178
43.0,0.365064431
44.0,0.341248748
44.0,0.340458821
43.0,0.365801199
43.0,0.364958339
43.0,0.364119354
44.0,0.342200759
45.0,1.046906379
43.0,0.366468583
44.0,0.339862257
41.0,1.777409318
43.0,0.362372183
47.0,2.460475632
41.0,1.778142109
46.0,1.753433707
41.0,1.778095479
44.0,0.342455302
45.0,1.04721407
43.0,0.366180297
42.0,1.070896684
43.0,0.362981481
44.0,0.343362273
44.0,0.342602622
43.0,0.363699514
43.0,0.362898414
43.0,0.362100835
44.0,0.344249354
45.0,1.049055575
43.0,0.364360699
44.0,0.341999358
41.0,1.775452896
43.0,0.360455734
47.0,2.462629461
41.0,1.77616671
46.0,1.755575457
41.0,1.776130582
44.0,0.344449011
45.0,1.049304067
43.0,0.364129774
42.0,1.068952469
43.0,0.361075803
44.0,0.345296305
44.0,0.344564745
43.0,0.361775562
43.0,0.361012323
43.0,0.360252297
44.0,0.346125798
45.0,1.051024545
43.0,0.362429208
44.0,0.343957996
41.0,1.773659509
43.0,0.358698658
47.0,2.464604549
41.0,1.774354904
46.0,1.757540202
41.0,1.774327738
44.0,0.346278629
45.0,1.051222402
43.0,0.362247326
42.0,1.067167289
43.0,0.359325691
44.0,0.347072779
44.0,0.346367346
43.0,0.360007712
43.0,0.359278952
43.0,0.358553136
44.0,0.347850917
45.0,1.052835046
43.0,0.360652856
44.0,0.345759628
9.0,0.0
68.0,0.0
78.0,0.0
50.0,9.899494937
55.0,4.242640687
57.0,2.121320344
39.0,11.87939392
48.0,4.596194078
70.0,9.394418664
43.0,8.485281374
60.0,3.142696805
62.0,4.101219331
44.0,7.842457028
48.0,4.596194078
60.0,3.589926735
46.0,5.858884758
58.0,2.451303508
64.0,6.275572683
50.0,3.410750356
43.0,7.896025723
57.0,1.898023465
51.0,2.227386361
55.0,0.572419775
65.0,7.296056333
48.0,4.519334645
43.0,7.719249028
55.0,0.735391052
50.0,2.692445051
54.0,0.1309457
66.0,8.308504679
50.0,2.901576102
42.0,8.27314934
57.0,2.258179721
50.0,2.607456256
51.0,1.842763127
65.0,7.81976911
54.0,0.040406102
45.0,6.147900625
57.0,2.274208296
51.0,1.916631538
47.0,4.623390492
62.0,5.833630945
56.0,1.552185617
49.0,3.316667521
54.0,0.213776469
50.0,2.555226777
44.0,6.646803743
62.0,5.948920094
58.0,3.054099502
46.0,5.31803225
56.0,1.717259326
53.0,0.395979797
46.0,5.240909084
57.0,2.488471941
55.0,1.053989353
47.0,4.517626658
58.0,3.201265246
56.0,1.755140046
48.0,3.833263077
54.0,0.402319376
51.0,1.689865358
49.0,3.052344272
59.0,3.952842826
55.0,1.106279964
49.0,3.086577219
56.0,1.834058214
50.0,2.371527358
47.0,4.424774252
59.0,3.999902538
55.0,1.154247834
50.0,2.34677468
54.0,0.474771696
50.0,2.320505352
46.0,5.077419526
61.0,5.45343997
55.0,1.19443713
50.0,2.309882152
56.0,1.907327502
51.0,1.607060866
42.0,7.868829309
59.0,4.099429187
59.0,4.048186322
50.0,2.287184897
54.0,0.534641713
59.0,4.021137358
46.0,5.109688288
50.0,2.254422796
58.0,3.362868297
53.0,0.170680947
50.0,2.265955822
59.0,4.051960207
50.0,2.286311926
46.0,5.058533127
61.0,5.487763497
52.0,0.866776054
50.0,2.25672377
57.0,2.664676081
48.0,3.660750732
47.0,4.322828054
61.0,5.519762118
54.0,0.564256926
46.0,5.04167135
59.0,4.1096206
54.0,0.568458393
48.0,3.638510622
56.0,1.998936478
53.0,0.121218305
47.0,4.322690511
57.0,2.722691531
54.0,0.595802936
49.0,2.912760961
57.0,2.719146986
51.0,1.509768533
47.0,4.299461768
56.0,2.046229358
55.0,1.327375887
51.0,1.487998618
55.0,1.328873089
51.0,1.486737335
47.0,4.278595269
61.0,5.573665216
53.0,0.082495791
47.0,4.289391549
60.0,4.86280811
53.0,0.086232534
47.0,4.293962953
57.0,2.75488802
53.0,0.072955462
48.0,3.580076065
57.0,2.762135864
53.0,0.065777375
51.0,1.468606392
54.0,0.647731403
53.0,0.058925565
47.0,4.269223649
58.0,3.482764743
53.0,0.05237828
50.0,2.157715546
59.0,4.175542963
51.0,1.470577146
46.0,4.970095865
59.0,4.19213306
54.0,0.651942422
50.0,2.161157345
56.0,2.066927514
51.0,1.458407736
47.0,4.257270483
59.0,4.199051913
55.0,1.36130081
49.0,2.861871364
56.0,2.073863513
49.0,2.856711396
47.0,4.242640687
59.0,4.214728577
55.0,1.377240659
48.0,3.549308713
57.0,2.79649327
51.0,1.436877241
46.0,4.940739739
58.0,3.522107828
55.0,1.3919775
51.0,1.427471815
54.0,0.689538911
51.0,1.422943276
46.0,4.928057076
60.0,4.941124215
54.0,0.694250294
49.0,2.824167445
58.0,3.518597217
49.0,2.828427125
45.0,5.623381739
58.0,3.548012261
56.0,2.121320344
49.0,2.811982781
57.0,2.828427125
51.0,1.406085898
45.0,5.616448148
59.0,4.258711296
55.0,1.42220347
49.0,2.804592065
56.0,2.133171295
51.0,1.394571707
46.0,4.902867461
59.0,4.2659519
55.0,1.429669448
49.0,2.797683352
56.0,2.140431338
50.0,2.090907149
45.0,5.596353135
60.0,4.983598325
55.0,1.440402702
49.0,2.787489364
57.0,2.854342033
50.0,2.084491865
46.0,4.887463451
57.0,2.875810569
56.0,2.15758223
49.0,2.777919498
56.0,2.160803463
50.0,2.071322894
45.0,5.578681641
59.0,4.29920923
56.0,2.167053618
49.0,2.768918138
56.0,2.170086328
50.0,2.062394778
46.0,4.866964235
58.0,3.600752493
57.0,2.879666747
48.0,3.467542869
56.0,2.178836206
52.0,0.646497629
46.0,4.865967044
57.0,2.898470721
57.0,2.884862877
49.0,2.759038142
55.0,1.476702069
52.0,0.641633931
45.0,5.565614665
59.0,4.314000087
58.0,3.590423473
49.0,2.760930568
54.0,0.771098345
52.0,0.640218302
47.0,4.157026862
58.0,3.604981893
58.0,3.588959752
48.0,3.466700502
53.0,0.068530173
54.0,0.772235037
49.0,2.751232061
56.0,2.188956644
57.0,2.883526354
47.0,4.16949171
54.0,0.776907021
57.0,2.885841778
50.0,2.055123113
51.0,1.342304398
57.0,2.888098583
51.0,1.348850751
52.0,0.639058848
53.0,0.0677644
52.0,0.636689508
53.0,0.070126292
55.0,1.47823146
50.0,2.048870878
52.0,0.632066878
56.0,2.187431953
52.0,0.638400049
48.0,3.452848032
56.0,2.195154787
53.0,0.073539105
51.0,1.335333125
56.0,2.191469826
52.0,0.634439681
47.0,4.153556368
59.0,4.314737849
53.0,0.071815532
49.0,2.745885477
58.0,3.604052005
51.0,1.340499728
47.0,4.152892519
56.0,2.202596985
56.0,2.194190126
49.0,2.745079938
55.0,1.491888171
50.0,2.035933864
48.0,3.437176948
59.0,4.324739227
55.0,1.490728848
49.0,2.741681683
55.0,1.495399897
49.0,2.737103371
47.0,4.136054738
61.0,5.742328696
54.0,0.789688595
50.0,2.031324935
57.0,2.907848539
50.0,2.034527453
46.0,4.845461936
59.0,4.331345839
56.0,2.202132547
49.0,2.737836932
56.0,2.204066882
49.0,2.735978535
47.0,4.135578745
57.0,2.925189105
56.0,2.210326792
48.0,3.434518651
56.0,2.214619155
50.0,2.021004157
46.0,4.832709105
57.0,2.935343614
56.0,2.220605885
49.0,2.719827107
56.0,2.222335598
51.0,1.308746788
45.0,5.532632788
60.0,5.056884859
56.0,2.220979689
49.0,2.719641466
55.0,1.517922557
51.0,1.306150732
45.0,5.530417938
60.0,5.059430698
59.0,4.338007062
46.0,4.83846509
54.0,0.815714685
54.0,0.813057634
48.0,3.418448043
57.0,2.935980583
56.0,2.221683887
48.0,3.424124799
53.0,0.111052027
53.0,0.110697228
51.0,1.299365009
57.0,2.933931946
55.0,1.514909148
45.0,5.538631349
57.0,2.93738383
52.0,0.596274997
51.0,1.29930871
56.0,2.229258762
54.0,0.812514003
48.0,3.419507097
55.0,1.525517408
52.0,0.593969696
50.0,2.002023187
59.0,4.348598584
55.0,1.51553679
46.0,4.833687389
57.0,2.935564516
51.0,1.303127301
48.0,3.414133043
58.0,3.645952983
56.0,2.225057566
50.0,2.011560485
52.0,0.595569104
50.0,2.00381892
49.0,2.702905211
57.0,2.945235325
56.0,2.231545812
51.0,1.300164082
55.0,1.523794438
50.0,2.005874338
48.0,3.410145785
58.0,3.650310659
55.0,1.524571268
49.0,2.710236366
58.0,3.643225456
50.0,2.007859084
46.0,4.822468248
58.0,3.652377762
56.0,2.231805778
50.0,2.005138493
55.0,1.526072262
49.0,2.708916119
47.0,4.111547857
58.0,3.656356073
56.0,2.235879543
48.0,3.411445529
56.0,2.239171474
51.0,1.292771401
45.0,5.520120894
60.0,5.07246848
57.0,2.943040587
48.0,3.411548059
55.0,1.533996678
52.0,0.585723328
45.0,5.520428756
59.0,4.367198792
57.0,2.945004189
48.0,3.409741325
55.0,1.535866342
55.0,1.531748738
49.0,2.703643575
54.0,0.829671957
55.0,1.53269156
48.0,3.407992099
57.0,2.948148908
54.0,0.824646959
49.0,2.703753034
54.0,0.82959772
52.0,0.583085435
50.0,1.992084117
59.0,4.360491817
54.0,0.822815164
46.0,4.821515669
57.0,2.949018979
52.0,0.585003291
48.0,3.40465553
56.0,2.246423851
55.0,1.535380198
51.0,1.289748338
51.0,1.286466536
54.0,0.83273489
50.0,1.99063985
56.0,2.246313966
54.0,0.830004433
50.0,1.993401529
53.0,0.127598216
55.0,1.537957249
49.0,2.697938592
56.0,2.246207362
54.0,0.829929299
51.0,1.288194532
49.0,2.695735482
57.0,2.953825372
52.0,0.580279275
50.0,1.989604375
58.0,3.658283494
51.0,1.288314062
49.0,2.695952132
56.0,2.24832496
51.0,1.284092218
52.0,0.575591752
56.0,2.247406854
53.0,0.125783418
47.0,4.10698471
58.0,3.662407132
52.0,0.578848749
51.0,1.282893732
58.0,3.65814387
52.0,0.583111753
49.0,2.69803864
54.0,0.835520041
55.0,1.538997112
48.0,3.4027439
57.0,2.954282196
53.0,0.125561017
50.0,1.991107207
53.0,0.129910316
53.0,0.1296089
49.0,2.692570961
59.0,4.368384849
52.0,0.580023074
45.0,5.517058426
58.0,3.666900074
54.0,0.836554247
50.0,1.987325223
57.0,2.955674131
48.0,3.400540793
48.0,3.392829816
58.0,3.66991619
54.0,0.839589542
48.0,3.395386616
58.0,3.667421238
52.0,0.573929719
46.0,4.805795081
56.0,2.260216318
55.0,1.549650496
49.0,2.687005769
56.0,2.257724534
53.0,0.136102411
45.0,5.508564748
58.0,3.675709259
56.0,2.256525376
48.0,3.392872011
56.0,2.259028229
51.0,1.273718547
46.0,4.798774779
57.0,2.972922858
56.0,2.260901075
49.0,2.68302638
56.0,2.261825363
51.0,1.270963482
45.0,5.501746956
60.0,5.093900138
56.0,2.260621894
49.0,2.68337958
55.0,1.555936457
51.0,1.269783241
45.0,5.500720268
60.0,5.095063904
59.0,4.378680258
46.0,4.803552395
54.0,0.851505429
54.0,0.849716552
48.0,3.385811086
57.0,2.971919505
56.0,2.260084514
48.0,3.389693132
53.0,0.14553757
53.0,0.145235625
51.0,1.266350654
57.0,2.970140674
55.0,1.552719014
45.0,5.50699417
57.0,2.972171624
52.0,0.562207851
51.0,1.266718896
56.0,2.264184775
54.0,0.84824011
48.0,3.387501389
55.0,1.559077223
52.0,0.561104976
50.0,1.971327996
59.0,4.38377692
55.0,1.552220318
46.0,4.802078582
57.0,2.970131891
42.0,0.0
67.0,0.0
70.0,0.0
58.0,4.242640687
32.0,15.08494467
63.0,5.126524164
66.0,5.798275606
66.0,4.831896338
67.0,4.747716959
49.0,6.982679464
49.0,6.20682619
66.0,5.232590181
59.0,0.257129739
63.0,2.828427125
68.0,5.874425567
56.0,2.424366107
56.0,2.2627417
60.0,0.530330086
54.0,3.493939389
67.0,5.381868279
70.0,7.108283958
50.0,6.682159082
55.0,2.996785882
59.0,0.160706087
55.0,2.859170898
69.0,6.746977204
65.0,3.761808076
53.0,4.541801248
58.0,0.968998182
59.0,0.252538136
52.0,5.022896446
71.0,8.131727984
61.0,1.026445328
55.0,3.115689255
56.0,2.335595126
59.0,0.207972583
55.0,2.94964543
70.0,7.444263057
62.0,1.739100462
54.0,3.814655004
57.0,1.649915823
60.0,0.459619408
53.0,4.380612742
73.0,9.52910567
58.0,1.052438
57.0,1.719555127
55.0,3.064129385
60.0,0.461156596
52.0,5.085150894
69.0,6.791171378
64.0,3.189195891
55.0,3.111269837
59.0,0.277296777
56.0,2.352489868
53.0,4.389398698
70.0,7.490094053
66.0,4.576909347
55.0,3.144099795
57.0,1.699537351
55.0,3.060065553
56.0,2.313078115
70.0,7.459976542
62.0,1.77356291
52.0,5.212061274
58.0,0.954032959
61.0,1.149048519
54.0,3.742226657
71.0,8.153155462
61.0,1.065937088
51.0,5.916819978
53.0,4.43735125
65.0,3.990102551
56.0,2.340423853
70.0,7.454083985
57.0,1.714491785
55.0,3.086425545
55.0,3.045273204
62.0,1.879415392
58.0,0.936686905
64.0,3.263569759
63.0,2.524102687
54.0,3.791860114
59.0,0.253161687
60.0,0.448409178
59.0,0.255580764
66.0,4.638283767
60.0,0.390988455
53.0,4.505750187
59.0,0.260085253
59.0,0.257129739
60.0,0.444921121
65.0,3.936227749
61.0,1.095626991
53.0,4.511648702
59.0,0.266115455
59.0,0.26328444
61.0,1.138814079
65.0,3.925915775
60.0,0.386357313
53.0,4.516824949
60.0,0.428549564
58.0,0.975807358
63.0,2.534382721
64.0,3.209710193
59.0,0.322660376
53.0,4.521403937
61.0,1.1246365
61.0,1.114026721
61.0,1.103615257
63.0,2.494515589
56.0,2.432706816
59.0,0.308555686
58.0,1.006512355
61.0,1.104854346
61.0,1.095076874
63.0,2.487279116
52.0,5.24488769
66.0,4.614481322
62.0,1.770788777
55.0,3.152018364
57.0,1.7232014
62.0,1.797229736
59.0,0.321412173
67.0,5.291708944
58.0,1.06353459
52.0,5.263383541
59.0,0.311126984
63.0,2.497321568
63.0,2.477657619
64.0,3.159883428
53.0,4.582490458
56.0,2.442238037
65.0,3.891786177
56.0,2.453446256
67.0,5.284692786
63.0,2.43793532
55.0,3.195075085
54.0,3.873489353
64.0,3.17423847
59.0,0.358677353
68.0,5.962080198
59.0,0.399010255
53.0,4.608731432
55.0,3.172021265
64.0,3.169618509
60.0,0.338821999
66.0,4.549866392
59.0,0.397142165
54.0,3.905923172
57.0,1.772544701
63.0,2.45351816
61.0,1.032375901
63.0,2.430386884
57.0,1.800331081
54.0,3.896019716
61.0,1.046885364
61.0,1.040131265
65.0,3.843759939
60.0,0.30626281
54.0,3.911464093
58.0,1.076225415
62.0,1.741250449
62.0,1.730435228
64.0,3.125237379
57.0,1.813316776
56.0,2.505055121
60.0,0.321412173
61.0,1.022323057
62.0,1.719073971
62.0,1.708841388
54.0,3.924651839
61.0,1.019065655
61.0,1.013106207
57.0,1.804766726
62.0,1.720762745
65.0,3.820002151
53.0,4.638620485
63.0,2.418626604
61.0,0.998738392
57.0,1.819409583
57.0,1.809245284
64.0,3.12305495
56.0,2.519800408
66.0,4.52626044
58.0,1.124415701
58.0,1.118304746
56.0,2.518829021
63.0,2.417848994
54.0,3.925009834
67.0,5.239360352
62.0,1.694811491
54.0,3.941189901
56.0,2.513746096
62.0,1.719889931
57.0,1.806236493
70.0,7.348078716
59.0,0.427890257
51.0,6.053699892
55.0,3.208900824
67.0,5.249732163
56.0,2.515736689
68.0,5.939696962
57.0,1.829330976
57.0,1.820274882
53.0,4.625801997
64.0,3.136919789
58.0,1.100327138
66.0,4.534408048
64.0,3.105121083
52.0,5.354294136
54.0,3.921228514
65.0,3.838579669
57.0,1.809657165
71.0,8.051678159
57.0,1.839141581
54.0,3.941955093
56.0,2.515984594
60.0,0.310996038
58.0,1.098133573
64.0,3.13008277
65.0,3.819668138
49.0,7.459976542
58.0,1.091056165
61.0,1.025623349
59.0,0.386847656
65.0,3.838579669
61.0,1.005662978
53.0,4.630610779
56.0,2.498236293
62.0,1.736753498
63.0,2.4331884
62.0,1.718576916
57.0,1.809091375
58.0,1.09723466
60.0,0.315618477
59.0,0.389815277
64.0,3.132332592
59.0,0.401492833
57.0,1.808045187
59.0,0.39217687
57.0,1.798832314
62.0,1.729465336
64.0,3.130634587
55.0,3.21996559
57.0,1.79832095
66.0,4.546928441
56.0,2.513836761
61.0,1.017543905
61.0,1.013424294
60.0,0.305082361
57.0,1.808943854
61.0,1.015405338
56.0,2.510088215
63.0,2.429978066
60.0,0.307437731
58.0,1.102418446
59.0,0.393761423
64.0,3.129499934
55.0,3.221875645
64.0,3.12990676
62.0,1.7090689
55.0,3.22821442
56.0,2.511448223
64.0,3.13340066
57.0,1.809440547
66.0,4.537268513
60.0,0.293516022
53.0,4.638726816
54.0,3.916894867
67.0,5.255808612
56.0,2.512989155
71.0,8.06363622
58.0,1.1245868
54.0,3.938480785
56.0,2.515020822
61.0,1.016788583
59.0,0.395979797
65.0,3.832723713
62.0,1.705225017
51.0,6.051104433
56.0,2.506554145
64.0,3.139049032
61.0,1.014106878
63.0,2.419709375
56.0,2.521098029
54.0,3.92145486
60.0,0.320058859
62.0,1.728208532
64.0,3.131472888
60.0,0.301993521
53.0,4.631671754
59.0,0.38768958
59.0,0.386357313
61.0,1.024336193
64.0,3.134920508
61.0,1.010152545
53.0,4.630950174
59.0,0.38699763
59.0,0.385694608
61.0,1.025067549
65.0,3.840606731
60.0,0.304055916
52.0,5.33501495
60.0,0.320773606
59.0,0.385058148
63.0,2.435331579
63.0,2.427346885
60.0,0.305026455
55.0,3.219984626
59.0,0.39028621
61.0,1.020613671
63.0,2.426972952
64.0,3.124002307
51.0,6.048935894
59.0,0.390828988
65.0,3.839544783
55.0,3.221264225
64.0,3.132751562
61.0,1.008240584
56.0,2.519345859
56.0,2.511448223
64.0,3.135576633
58.0,1.103615257
66.0,4.539098499
58.0,1.114295206
55.0,3.225629082
54.0,3.920635138
64.0,3.14076877
57.0,1.803446653
68.0,5.956512306
62.0,1.708662283
54.0,3.936227749
54.0,3.924335822
63.0,2.43227694
57.0,1.804927219
71.0,8.070332485
58.0,1.118706251
52.0,5.345390548
55.0,3.214503231
64.0,3.140139877
57.0,1.804269515
67.0,5.251307713
62.0,1.710742213
53.0,4.639612915
57.0,1.805905365
61.0,1.019549312
61.0,1.016594097
64.0,3.128845324
60.0,0.29955244
54.0,3.931757533
62.0,1.720153746
59.0,0.400020408
60.0,0.306211484
64.0,3.125733385
58.0,1.113743259
59.0,0.405487787
60.0,0.300769363
56.0,2.520557599
64.0,3.127511506
65.0,3.823907063
52.0,5.353527107
62.0,1.712769759
60.0,0.297729171
53.0,4.639167418
67.0,5.245836258
62.0,1.705603719
57.0,1.824916679
61.0,1.000768614
58.0,1.117498455
58.0,1.114461775
64.0,3.119701463
59.0,0.414708572
60.0,0.291610074
61.0,0.996032133
56.0,2.532693458
62.0,1.705375178
62.0,1.700827511
57.0,1.829826857
61.0,0.995951461
62.0,1.698552797
56.0,2.537375257
64.0,3.111269837
61.0,0.987351201
57.0,1.836256353
57.0,1.83146195
62.0,1.699634268
58.0,1.125860927
65.0,3.8139801
59.0,0.427552937
55.0,3.247588361
58.0,1.123372727
63.0,2.40597615
61.0,0.989226111
60.0,0.281399637
61.0,0.985991135
56.0,2.54307185
60.0,0.284632856
64.0,3.105198718
56.0,2.545228187
62.0,1.693147644
64.0,3.099573334
54.0,3.961565742
60.0,0.28037401
65.0,3.806415608
55.0,3.25655133
66.0,4.510431127
61.0,0.972490067
54.0,3.967461201
56.0,2.546974303
65.0,3.807631368
59.0,0.433945726
65.0,3.799405461
56.0,2.558315775
53.0,4.668277779
60.0,0.280788165
62.0,1.69090752
66.0,4.508444682
60.0,0.265165043
54.0,3.967937333
60.0,0.274046169
57.0,1.842865406
58.0,1.133054437
66.0,4.513054444
64.0,3.091497657
51.0,6.086467589
60.0,0.276838976
59.0,0.429255411
58.0,1.133694675
63.0,2.396214315
64.0,3.096070346
51.0,6.082107279
62.0,1.692122972
60.0,0.277264608
56.0,2.545257048
64.0,3.104411065
65.0,3.802735547
55.0,3.260818858
57.0,1.842369962
60.0,0.278312051
60.0,0.277676636
64.0,3.099028353
61.0,0.975485946
54.0,3.965249592
60.0,0.276763514
59.0,0.429371838
60.0,0.277109414
66.0,4.50959336
59.0,0.439167216
53.0,4.67133406
62.0,1.688848785
58.0,1.137040303
64.0,3.09869905
64.0,3.09182832
57.0,1.853808707
57.0,1.849716414
